A_1_ratio_scaled	A_2_ratio_scaled	A_3_ratio_scaled	A_4_ratio_scaled	A_5_ratio_scaled	A_6_ratio_scaled	S_1_ratio_scaled	S_2_ratio_scaled	S_3_ratio_scaled	S_4_ratio_scaled	S_5_ratio_scaled	L_1_ratio_scaled	L_2_ratio_scaled	L_3_ratio_scaled	L_4_ratio_scaled	L_5_ratio_scaled	V_1_ratio_scaled	V_2_ratio_scaled	V_3_ratio_scaled	V_4_ratio_scaled	V_5_ratio_scaled	K_1_ratio_scaled	K_2_ratio_scaled	K_3_ratio_scaled	K_4_ratio_scaled	K_5_ratio_scaled	LA_1_ratio_scaled	LA_2_ratio_scaled	LA_3_ratio_scaled	LA_4_ratio_scaled	LA_5_ratio_scaled	LB_1_ratio_scaled	LB_2_ratio_scaled	LB_3_ratio_scaled	LB_4_ratio_scaled	LB_5_ratio_scaled	mean_log_A_ratio	mean_log_S_ratio	mean_log_L_ratio	mean_log_V_ratio	mean_log_K_ratio	mean_log_LA_ratio	mean_log_LB_ratio	A_rank_value	S_rank_value	L_rank_value	V_rank_value	K_rank_value	LA_rank_value	LB_rank_value	group	group2	A	S	L	V	A_DESeq2_Active	V_DESeq2_Active	L_DESeq2_Active	S_DESeq2_Active	K_DESeq2_Active	LA_DESeq2_Active	LB_DESeq2_Active
SLC13A5_ATG:::AAG	1.83030386756277	1.62968898006484	1.27987842089899	1.92630704416792	1.39303562488562	1.78893800342755	3.34094671840283	2.50300233308194	2.07592781511047	2.62253929741276	2.74248339560864	1.60596389480533	1.75352718920094	1.81970295296519	1.81345353231148	1.8753094653648	2.41668120882696	2.48674207126773	2.83392384923241	1.77817558431055	2.94981272477142	1.90073280160224	1.45865496795924	-0.0700595242450785	0.721085072881135	0.946513381452984	1.51700207645932	0.76447837138092	1.67123367661325	2.09564428720609	1.15654766110724	1.94424182166275	1.45985886910772	1.70035737347829	-0.539559516855706	0.800197188515063	1.64135865683461	2.65697991192333	1.77359140692955	2.49306708768181	0.991385339930104	1.44098121455336	1.07301914718162	181	122	134	133	187	144	220	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	1
SLC13A5_ATG:::CCT	1.61551477928826	0.445427604920723	-0.289333326277404	0.891629678920129	1.0775864184091	0.850085681621423	1.16210080047688	1.45559303576415	1.81335582944741	1.27150773179291	2.59860952392082	0.964779233337614	0.87486650816801	0.881083735784661	0.917772344756282	0.861570996116051	1.27042604730471	1.45607320963315	0.996120458926592	1.65010630850692	1.85732456324114	-1.15590340522337	0.198468021287216	-3.43082941521538	-0.023258276150676	0.744028528707615	1.7061844804903	1.435709526973	0.812238651423466	0.802364049573804	1.23100565325681	1.91157678864755	0.417440576862781	2.19276321134936	1.34552276357269	0.897544202353151	0.765151806147039	1.66023338428043	0.900014563632524	1.4460101175225	-0.73349890931892	1.19750047234348	1.35296950855711	353	257	347	285	660	191	161	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	0	1	1
SLC17A9:::AAG	-0.608330863240635	-0.114844918242256	0.0169155032765314	-1.91073072038334	-1.86864223447016	0.263110601858239	-0.973942120498537	0.782643788570714	-0.323228215308063	1.61743895915366	-0.0426923825131007	-0.100692584778029	0.0466973950025548	0.0283784547568632	-0.0855737623815767	-0.0477117434904998	0.218238173276016	0.235862294503079	0.674315799724635	-1.78768439892903	0.0751274558424384	-0.184866546891445	-2.49084309636667	0.401096024965654	-6.34336074326086	-6.40450104871778	-0.598760860119907	-1.47818074657641	0.247306507382325	-0.488445337724757	-0.303622676695984	0.567768982731409	-4.76550734670966	-0.947264251031042	-2.26261906413485	-0.837515771049485	-0.703753771866936	0.212044005880934	-0.0317804481781376	-0.116828135116572	-3.00449508205422	-0.524340622746947	-1.64902749003873	732	570	638	616	1399	740	1084	promoter_candidate	0_0_0_1	0	0	1	0	0	1	1	1	0	0	0
SLC17A9:::CCT	-1.43675402683227	-0.907393329884146	-0.167203573797151	0.423880279558507	-0.366653685309434	-2.26249391648166	-0.0882680824874864	-1.46354782104613	-1.01267060120956	-0.291073152714051	0.44665144552092	0.180344749342494	0.294841234741151	-0.00098006573949076	0.105281031463253	0.25794656729134	-0.798256192551913	-3.59039450921447	0.325557466927385	-0.51624132294614	-0.715851082856709	-1.41297978873019	-0.846094157137414	-0.290288830235158	-0.674369525041783	-0.300366835928625	0.212137664830897	-1.59043285525623	0.183293307220016	0.0521780479337477	-2.07877424807805	-0.283765630181693	-0.865407145258608	-0.285540037123589	0.636765834586517	0.506511213999171	-0.78610304212436	-0.481781642387263	0.167486703419749	-1.05903712812837	-0.704819827414635	-0.644319616669922	-0.0582871527956404	757	708	564	838	647	779	513	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0	0	0	0
SLC22A1:::AAG	-1.38066941176371	-1.49828344578862	-1.55365893034453	-1.37661795748666	-1.68803460406535	-1.91447289820815	-1.71084109233275	-1.62308727757279	-2.08496280216866	-2.02558173725888	-1.4828675496672	-1.72487292317239	-1.74207188960608	-1.69212179340238	-1.63482334153019	-1.66994065711576	-1.45873217697991	-2.04690980806016	-1.87218616384472	-2.09904492620654	-1.55594583617619	-2.0700252029636	-1.70848361566478	-1.84643018987258	-1.68101605515619	-1.76471399934857	-1.58129648750187	-2.64035371231568	-1.87859182855372	-1.5042853294171	-1.3832643056632	-1.879786961217	-1.46617583685054	-2.34783374211779	-1.81718284154442	-1.7887815592497	-1.5686228746095	-1.78546809180006	-1.69276612096536	-1.8065637822535	-1.81413381260114	-1.79755833269031	-1.85995218819589	1050	1123	1208	1144	1078	1220	1174	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	0	0	0
SLC22A1:::CCT	-2.17647366946272	-2.20533028250833	-2.00136160510974	-2.06365981236779	-1.9010558078502	-1.99071420894708	-2.34629977667183	-2.33602399082745	-2.58645043958157	-2.08475151737116	-2.07459719922837	-2.13597266226191	-2.36435559211687	-2.37416440595096	-2.26567615415174	-2.3737877990362	-2.20697152255639	-2.16124579221922	-2.38606011303582	-1.90838770220311	-2.3537028584946	-2.31270540638561	-1.94588039615286	-1.91527165204356	-1.23358357812755	-2.89849933572094	-2.18455396728274	-2.10002841377127	-1.88078212812188	-2.12568476766537	-1.8360187399668	-1.70473169102617	-2.1352749576789	-1.76390912141606	-1.63467589569886	-1.68528253427608	-2.05643256437431	-2.28562458473608	-2.30279132270354	-2.20327359770183	-2.0611880736861	-2.02541360336161	-1.78477484001921	1279	1320	1425	1335	1185	1316	1134	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	0	0	0
SLC22A7:::AAG	-1.75078703045653	-1.80994629253979	-1.64148124430432	-1.50713811500719	-1.94830482974802	-1.29067266132858	-1.24433281430986	-1.60664053325044	-1.59785681240005	-0.819501364112068	-0.930514414388638	-0.180749845516615	-0.0808878487999386	-0.0194085753600122	0.00329869014793248	0.133942357008254	-1.52137909309738	-0.666750348502963	-1.31116660920634	-2.09675857293802	-1.05831018044774	-0.783670680598311	-0.572506155590258	-2.32838440652704	-0.833541292832791	-1.24756171563399	-1.12289360603015	-0.608333958713223	-0.145186356917608	-0.370353183854566	-0.689642451245832	-0.917501297872911	-1.15051733448123	-1.18652004545645	-1.52434770417685	-1.85205267268765	-1.6580550288974	-1.23976918769221	-0.0287610445040758	-1.33087296083849	-1.15313285023648	-0.587281911352277	-1.32618781093502	1082	919	634	935	820	761	955	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0	0	0	0
SLC22A7:::CCT	-2.13236751259593	-2.48769059684225	-2.38495577866782	-2.20818500911282	-2.01697984666159	-2.61028100326591	-1.78829242128262	-2.72098077026103	-2.10040135822312	-1.72185363598371	-2.39197916995102	-0.65682560421287	-0.620150342028826	-0.681112760435686	-0.709368674848576	-0.549067638022057	-1.76593212428646	-2.25419338533435	-2.185763343324	-2.02303095552634	-1.53689837721942	-1.77924962663863	-1.30017637761829	-2.31260341571253	-1.6855750074101	-2.71513206393232	-1.25835394700734	-1.48068289948664	-0.983842038194359	-1.40142995446763	-1.02696701715707	-2.27029383827558	-0.989163371421107	-0.766841240366093	-1.18180846214194	-1.75398773605583	-2.30674329119105	-2.1447014711403	-0.643305003909603	-1.95316363713811	-1.95854729826237	-1.23025517126261	-1.39241892965211	1383	1264	830	1217	1141	1006	984	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	0	0	0
SLC25A47:::AAG	0.348760099707352	-0.0958504752568821	-0.282612118510893	-0.19614826753701	-0.156116992141839	0.102367339241182	0.903635194225815	2.11737875490799	1.51130666041863	1.25163263084614	1.73231698656013	0.816267900352037	1.03207933828011	1.07070642000934	1.12113739451413	1.18755864526951	0.63364101434108	1.37596557024732	0.795874209083245	0.546139054685474	0.785570191166476	0.333498072575092	-0.0449655037330306	-0.13504953668426	0.735481274117397	-0.197659887707526	-0.21112457772384	0.715378752694973	0.749099043369062	0.268907896865693	-0.0678064661733094	-0.167723513051104	-1.06461947400812	-0.495361692521334	-1.12722063811552	0.807638284064809	-0.046600069083015	1.50325404539174	1.04554993968503	0.827438007904719	0.138260883713534	0.290890929806516	-0.409457406726253	544	298	294	411	393	449	630	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	0
SLC25A47:::CCT	-0.353020501342091	-0.506262644779147	-0.672994611053691	-0.478683663298629	-0.707454753111301	-0.117983060246942	0.740369926620307	0.601993243316484	0.809363031331134	1.2362610201139	-0.774657238079337	0.831633125954575	0.977505150182812	0.922101211358257	0.888684717884062	1.16253550367943	0.224580384703785	0.0411399649621487	-0.858692800523869	0.636932847762728	0.219309247607818	-0.301537285740011	-1.58536099127254	-2.97907769011201	-1.42777186280063	-1.14766318881233	-0.326268041668168	-0.235671196578492	0.904990445306417	-0.347928736539448	-0.228820470743193	-1.14901277895889	-1.01996017011204	-1.01609529577796	0.498391146186445	-1.30109144672503	-0.472733205638633	0.522665996660497	0.956491941811827	0.0526539289025223	-1.4882822037475	-0.0467396000445765	-0.797553709077494	654	502	328	588	955	565	750	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	0	1	0
SLC25A4:::AAG	2.6027073793595	2.03760410748106	0.909465961026807	1.94843463046367	1.82222124869674	1.06380218113789	2.32157603381947	3.90547198991487	2.59675238588801	2.94518624090859	2.74573928500084	0.493972172393432	0.751471233501795	0.927962950030898	1.11023664838163	0.980972805289653	2.29993205840254	1.54056521210091	2.59578214689613	1.44519112277296	2.24984425593791	-0.53198826302342	-2.85834973185658	2.39796640506066	2.42404085327214	-4.1250195910919	1.05527354869083	-0.220455564153082	0.670465075042092	-2.95297546064646	0.839027161818957	2.26859351374901	-1.74039314565984	1.42264718199801	2.38040002998877	-2.44749078728348	1.73070591802761	2.90294518710636	0.852923161919481	2.02626295922209	-0.538670065527819	-0.121733047849531	0.376751358558494	164	97	359	193	586	592	392	promoter_candidate	0_1_0_0	0	0	0	1	1	1	1	1	0	0	1
SLC25A4:::CCT	2.21899026483531	0.931667625041618	1.74618621939862	1.59079519514005	2.15607598984137	2.54372458042152	0.85238423248655	1.81133471174774	1.82150531620944	0.873572569346931	2.73609801348897	0.796812913350775	0.755927316559904	0.687082543882596	0.656678665904833	0.742388451636717	1.65195495037871	1.3952320529091	0.796444173828365	1.67465652646869	1.90660804345294	-4.10305727437305	0.551238047631982	1.75613932360478	-2.34112022919813	-4.16727893170188	0.691197965461684	-2.77162185712021	-0.247084619175587	0.267660473042899	1.38131975072494	-4.02977789077344	1.11603961810723	-2.11548301537607	-3.99712117411592	-0.0575344509726479	1.86457331244641	1.61897896865593	0.727777978266965	1.48497914940756	-1.66081581280726	-0.135705657413254	-1.81677538262617	138	265	398	278	1024	600	1155	promoter_candidate	0_1_0_0	0	0	0	1	1	1	1	1	0	0	0
SLC27A2:::AAG	-0.484829017764385	-0.534877072610608	-1.31775387994724	-0.735179176279144	-1.76951527827466	-0.800902740625146	-1.19383194710514	-0.469249456149252	-1.06772720619204	0.61794529971875	-1.61619411820525	-0.137417424309174	-0.136296489223861	-0.0790968794562098	-0.0767227983365281	0.203771418760358	-1.06808666551766	-2.75539020657694	-0.810032935009109	-0.717429883356675	-1.48603343400996	-1.3173731101543	-0.0607171112472477	0.440297986245585	0.31550197915973	-0.414339497501074	-0.583683126852832	0.568640211367017	-0.448918382388006	0.124448220409794	0.0591901333393621	-7.126259554482	-0.00869232992302587	-5.21196467908463	0.324064829093896	-4.41224239154787	-0.940509527583531	-0.745811485586585	-0.0451524345130831	-1.36739462489407	-0.207325950699462	-0.0560645888249331	-3.28701882518873	807	771	642	951	480	570	1497	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0	0	1	0
SLC27A2:::CCT	-1.0413272637689	-1.93988261870472	-1.57045346679356	-2.87648507031444	-0.365763736739114	-1.52809938330898	-1.43537594430491	-1.59778328582939	-1.01521019268611	-0.565223775635404	-1.48975843869583	-0.752443535231473	-0.669185443576419	-0.60753368231254	-0.856927402733299	-0.584993759202434	-1.06404687953883	-1.25146898753659	-1.5599692306514	-1.49433083233147	-5.13678302386238	-1.60521911474304	0.358959418300611	-0.406203028322782	-1.67242761343045	-1.40514859706147	-0.55848965335646	-1.12666366738628	-1.11462129261713	-1.50049134879917	-1.9003511901952	-0.414787641644604	-0.802476856642292	-1.78378578718669	-1.02824122322536	-1.57224707185543	-1.55366858993829	-1.22067032743033	-0.694216764611233	-2.10131979078414	-0.946007787051427	-1.24012343047085	-1.12030771611087	1042	916	849	1292	737	1012	880	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	0	0	0
SLC29A2:::AAG	1.79548125292787	0.667187994702374	0.637537029278718	1.57019093867621	1.06406234260994	0.181024908630177	0.0961310646250294	-1.17337691668608	1.00012563815959	3.08883089820654	0.276066092990362	0.92589006503504	1.13639619945146	0.914403201359928	1.01912099604263	1.20533866435593	1.27214183032938	1.90629240918406	-0.892241732402731	1.40441374185184	0.370533787215283	1.55575952380961	-1.15129134102324	1.72740467475572	1.99734921217991	-0.20089875863439	1.46707390976562	0.594930491689492	1.73687993238253	-0.649263477020662	1.36170363591782	0.488834036707456	-4.91363531857971	2.68050160320786	0.599645564148346	1.10967475448473	0.985914077804215	0.657555355459088	1.040229825249	0.812228007235565	0.785664662217521	0.902264898546961	-0.00699587200626385	305	471	296	416	245	261	492	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	1	1	0
SLC29A2:::CCT	0.643419079195133	0.883055867122665	1.3763054195823	-0.987421906452538	-1.82732677696778	1.24944107884492	0.237721807684278	1.55729250815965	-0.379013993500421	-1.87867110590095	-0.733138314897215	0.572818427464086	0.816488913999593	0.514034824951281	0.576227797535802	0.873192690881128	0.740129386853493	-0.223896724097018	-0.801072186621366	-0.0444196677564715	0.794319143704533	-5.21534617412145	1.43644892736957	0.344524184737896	0.711590257754674	2.02103379957397	-0.321592543861667	1.22167065307438	0.730817484403942	0.23029156193044	1.11666270723289	-5.14206679052184	-2.89494138601823	0.650806146051211	1.29895870515669	-2.89878427595599	0.22291212688745	-0.23916181969093	0.670552530966378	0.093011990416634	-0.14034980093707	0.595569972555997	-1.79720552025763	487	654	413	573	454	346	1144	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	0	0	1	0
SLC2A2:::AAG	-0.883695972175812	-0.469563269685727	-0.875022807297563	-0.841497801649675	-1.02151193992693	-0.535016765081315	-0.467203871460912	-0.863104305255027	-0.0710590398523491	-0.272319777534898	-0.528078328071598	0.879816151758609	0.969995512107962	1.02598436427187	1.11812193131415	1.17514706576841	-0.037919070261298	-0.361280789276001	0.0057521505819718	-0.396125677156005	-0.676591524103808	0.531580035656922	-0.486092617606669	0.356199781367108	0.780629638709184	-0.230034834228336	-0.480386314907445	-0.396951647093648	0.795753710799024	0.121596951505511	0.183386212184242	-0.186565019561221	-0.66420579172495	0.438077851181073	0.282836490047291	0.0159679126397931	-0.771051425969504	-0.440353064434957	1.0338130050442	-0.293232982043028	0.190456400779642	0.0446797824975367	-0.022777711483603	749	697	298	653	378	535	501	promoter_candidate	0_0_0_1	0	0	1	0	0	1	1	0	1	1	1
SLC2A2:::CCT	-1.15454429783905	-1.17124584606517	-1.38023021168033	-1.41838282232047	-1.36986177641475	-1.42601825796256	-1.00395110913944	-1.42898056622787	-0.929779389255867	-0.790308159760419	-0.809651489224875	1.04631102436366	1.0649865533905	1.09073855393199	1.14863210012918	1.27290036685535	-0.986914798120999	-0.560509155901302	-1.24074033129923	-1.1200581096315	-0.785266679188398	-0.107814015270569	-0.545837868119022	-0.11981282694925	0.353452640348564	0.123448094156517	-0.946911129959632	-0.602084600664096	0.761599848082996	-0.252144771679837	-0.0470658136304843	-0.589752561904345	-0.274803485678097	0.0921080879262422	-0.0814002215558134	-0.283472457441806	-1.32004720204706	-0.992534142721693	1.12471371973414	-0.938697814828286	-0.0593127951667519	-0.217321293570211	-0.227464127730764	935	839	279	814	433	627	571	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0	1	0	1
SLC2A4:::AAG	1.37727488027639	1.26348074950879	0.0988278243938101	0.823323876488467	0.6700338682921	0.210048141399743	2.06414773641683	1.45466592772438	-0.194012520267528	1.42830518632154	2.10274952718498	0.418070840377367	0.398723836134152	0.565233551514903	0.405151392554299	0.543932051529328	1.85140765038646	1.78197092084147	0.284912550960841	0.676727413007515	-1.11402650351574	1.41117162926908	-0.284452670998577	-6.02817013585309	0.455695697148819	2.23248464991692	0.843944802788923	1.61963774276359	0.800729609375627	0.323928852719879	1.007891565415	0.465852594793212	0.775123274631746	-1.81594671092229	2.21948801782134	1.50980035341709	0.740498223393217	1.37117117147604	0.46622233442201	0.69619840633611	-0.442654166103371	0.919226514612604	0.630863505948221	362	322	464	442	556	256	323	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	0	1	1
SLC2A4:::CCT	-0.292390923003251	-0.392256536976361	-0.385935462257004	-0.554416039757753	-1.54678718590796	0.475504896976067	0.762477366318401	1.47179900166661	-0.6626054171809	0.0691224833877477	-2.66940013692771	-0.387784030635852	-0.178428072484171	-0.288206519023304	-0.304712978436595	-0.296355765002006	-0.512708295639614	1.07538826251467	-0.403227657482474	1.01138691587539	0.422848492986393	0.726665510552029	-6.33354171955058	0.0989697498900635	1.77831788902902	0.349116951459525	-0.854750544706043	-0.508209430486215	0.403684489880147	0.104310486576784	0.200130766384272	1.81645922157231	0.903082137131594	2.45531414392021	-3.29478055327373	0.306855474628457	-0.44938020848771	-0.205721340547171	-0.291097473116386	0.318737543650873	-0.67609432372399	-0.130966846470211	0.437386084795768	649	648	729	518	633	597	375	promoter_candidate	0_0_1_0	0	1	0	0	0	1	0	0	0	1	1
SLC38A3:::AAG	1.67142052166729	2.81266955935861	2.03966257201873	2.89567119380289	2.31344730724364	3.12573913222244	3.22784992037045	2.59436340026661	2.22011215867636	2.92205532833259	1.28556511016991	2.55369258920761	2.52217866005098	2.72692783565039	2.85456143099294	2.90464282547219	2.42374497787994	3.56198359480535	2.98335496884667	3.7746403316882	3.66096168387226	3.86758421716139	2.75831627570563	1.34709894427107	4.09953703602426	2.37533219152753	1.58299478074443	2.55261725238818	2.77337491460763	2.54290814732727	3.2413264085616	3.38961746555699	2.03775089211431	4.30087666599718	-0.0924473637279112	0.0848711977355549	2.47643504771893	2.44998918356318	2.71240066827482	3.28093711141848	2.88957373293797	2.53864430072582	1.94413377153523	67	143	23	49	5	10	61	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	1
SLC38A3:::CCT	1.58091359239778	1.6974528502908	0.802406215282353	1.99595458380301	2.22173317322972	1.81643685339313	0.895582766735082	2.94523914896906	0.553921797573452	0.884645953769764	2.14973906645448	2.23468707252376	2.25833495874678	2.51084158594778	2.35212270249884	2.37968741577725	3.59664639689501	2.47461571421689	2.59120534901658	2.79997025310042	2.28393254928067	3.00077522605561	2.99130551760779	0.863195252711115	3.56525558858659	3.8754119205035	1.56751917612203	2.46396782475813	2.31548121650691	2.28497079641872	2.18412094662602	2.58178702399851	1.87842908580297	-1.32744005862663	2.01606549271673	2.34831759802509	1.68581621139946	1.48582574670037	2.34713474709888	2.74927405250191	2.85918870109292	2.16321199208636	1.49943182838333	172	301	59	102	7	36	135	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	1
SLC39A5:::AAG	-1.76191115684401	-2.03640456653814	-2.48649079549068	-1.58850037668879	-1.86991569915309	-2.39079176056534	-2.85972652731091	-3.43133963141754	-2.18170413743117	-2.01784731614865	-1.58833179415667	-1.3957453552292	-1.42403781853182	-1.30779489363937	-1.32408483751726	-1.280819261502	-1.90308056193348	-2.56532015917377	-2.48792901204512	-1.66512909089601	-1.72126267848154	-0.0163286578803136	-2.27524946793834	-2.45002319000513	-1.64694365468262	-2.97754613558042	-1.79679729483161	-1.41849232388152	-1.6747000514687	-1.67761652885691	-1.76813624658289	-2.25699048473848	-1.5429180119664	-1.59097997090788	-1.90341081538043	-0.851970160099205	-2.02233572588001	-2.41578988129299	-1.34649643328393	-2.06854430050598	-1.87321822121737	-1.66714848912433	-1.62925388861848	1260	1370	1091	1271	1108	1170	1076	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	0	0	0
SLC39A5:::CCT	-2.13191049412735	-2.72773256724989	-2.84483727359019	-2.44185727888151	-2.04201654464597	-2.81406913137723	-2.36468335806912	-2.58753003824992	-3.24174860185066	-2.59480195014973	-2.18958777586608	-2.12497533632208	-2.15435389038667	-2.37791981496289	-2.39710363706199	-2.25806111093724	-2.98189307825376	-1.96911359130337	-2.44966943288356	-3.1426316562906	-3.03870683344842	-2.16841674500772	-2.64826786211422	-2.69055676997123	-1.05266814097385	-2.25203677943472	-2.36137385813645	-3.29205889754329	-2.09210884609001	-2.32055326529303	-1.91927569087132	-2.09315881531059	-4.25283726938389	-2.83420536063129	-3.51209536002542	-2.22753409570914	-2.50040388164536	-2.5956703448371	-2.26248275793417	-2.71640291843594	-2.16238925950035	-2.39707411158682	-2.98396618021207	1453	1421	1406	1514	1217	1451	1473	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	0	0	0
SLC43A1:::AAG	0.890354945120808	0.735903219625688	0.858917826813283	1.23329955451365	0.571370930422747	0.908086074815737	0.741721844192007	1.14365592331637	0.680670639579858	0.823768048338238	0.571772082778811	1.29100323066276	1.38510842152431	1.51368718154058	1.53563654114354	1.62641909727532	1.1110491303308	1.09645491465361	1.10291684833348	0.93853797681159	0.428341725039822	0.566330495906795	1.00542602457061	0.810356186423493	1.69678871902273	1.32748780062478	0.813518643401164	1.04306111698125	1.27112616733015	1.50453345885723	1.43179955884085	1.34247500319026	0.961791584284627	1.34022272126932	1.49008322769108	1.07271770854367	0.866322091885319	0.792317707641056	1.4703708944293	0.935460119033863	1.08127784530968	1.21280778908213	1.24145804899579	329	446	190	387	165	184	183	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	1
SLC43A1:::CCT	0.600177040648895	0.659515888714044	0.0721806403285507	0.187535817604129	0.418368815724657	0.146629911636923	0.460222950707319	0.489507405919982	1.38040464963369	0.955219663399007	0.968386485133691	1.28246347594579	1.29881555637346	1.2979650517442	1.31218628629392	1.49744313750029	0.659349544112459	0.836509268498299	0.523867554492914	0.507640126354757	0.341029826918482	0.968406293647007	0.444974314725665	0.793558821600701	1.44234308937031	1.23091171455242	0.773499002575472	0.726680044348806	1.04079352347066	1.06808376460979	0.876477002841949	0.677588168791483	0.878793291858982	1.76959872508027	1.19630114874089	0.622012671403135	0.347401352442866	0.850748230958737	1.33777470157153	0.573679264075382	0.976038846779222	0.897106667569336	1.02885880117495	452	433	223	469	195	262	230	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	1
SLN:::AAG	0.769034055549525	0.551670998362752	0.660033839222443	0.572132597876384	0.708671883760988	0.632689221532277	2.19620445552387	2.08994917856185	1.21115288682763	2.24645069316208	1.9067087395396	0.52519939791261	0.673345068692267	0.732891907109934	0.869089201417801	0.8485492429336	1.37013128362515	1.65210429092664	0.825009061650318	1.2226272383438	1.31988743924735	1.02557402930193	-0.300008705405212	-0.101190948331826	0.193527701224488	0.320289880049035	1.00690184732019	0.559361703697541	0.664022078807292	0.683590948671447	0.421083015232099	0.640893034504412	0.644999572664695	0.821909886934339	-0.040140056517521	0.59883170104743	0.649038766050728	1.930093190723	0.729814963613242	1.27795186275865	0.227638391367683	0.666991918745715	0.533298827726671	376	217	397	318	368	317	350	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	1	1	1
SLN:::CCT	0.436626920814993	-0.177792631105275	0.114244269621586	0.105161365755848	0.37559455600971	0.251758144054527	0.748246131687262	0.971700695413266	1.4615736029096	1.56308590498585	1.4010548481321	0.637171633633546	0.623363139556462	0.547453046989065	0.598164130098624	0.623853345672868	0.875722324093597	0.787426347828276	0.665866565145294	0.9428346033041	1.00470196999361	-1.52929665523069	-0.560885940283418	-0.360262112580996	0.13353034266968	-0.72942768287601	0.748084808386579	0.433208507525516	0.635517417525728	0.233881790760635	0.172612869634313	0.239502790169797	-0.071645674133454	0.299184795664674	0.659475271832493	0.235126931284602	0.184265437525232	1.22913223662561	0.606001059190113	0.855310362072976	-0.609268409660286	0.444661078766554	0.272328822963622	497	351	429	403	611	397	416	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	0	1	1
SLPI:::AAG	2.23809942067067	1.99424167285964	1.94486124054587	1.85343643924139	2.1593544861499	2.14284667352316	3.82775646670788	4.1750605851881	4.0716241477141	4.22969926355372	4.1683311841215	0.453225783627839	0.367611791817331	0.421992084793099	0.621698131994562	0.498177234944761	2.98765073867923	3.19022946166729	2.74963561670337	3.16970210680334	2.97480011333715	1.40999330732303	1.55730885574919	0.8783441362354	0.720776318448045	1.3436905912046	1.76110640525788	1.68158365289281	0.938369446966237	1.7770879517237	1.28202587569803	1.86310581508167	1.46044093485901	1.84098335076433	2.03797192196365	1.83259953770213	2.05547332216511	4.09449432945706	0.472541005435518	3.01440360743808	1.18202264179205	1.48803466650773	1.80702031207416	106	19	462	66	143	132	79	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	1	1	1
SLPI:::CCT	1.488462421513	1.57693626948143	1.23094102469176	1.48185115845873	1.57058587561634	1.59266525658505	3.23129150182877	3.35639848308182	3.07975309969389	3.52865615417637	3.39290750411493	0.294850982972995	0.157300363858761	0.0936184936714627	0.170295143324283	0.195556493173129	2.4357699643517	2.29678534162967	1.97021201048673	2.23449876201141	2.27081677137707	0.853059872967205	0.504077323965313	0.789113103123271	0.587426970617895	1.30533579582309	1.55885612444777	1.61022863020348	0.897326713848003	1.18319483455437	1.19269891818543	1.92495795544119	1.396577123991	2.16202418142736	1.26307839469817	1.71604631889704	1.49024033439105	3.31780134857916	0.182324295400126	2.24161656997132	0.807802613299355	1.28846104424781	1.69253679489095	203	55	555	163	239	172	99	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	1	1	1
SLPI_ATG:::AAG	2.55793186523658	2.27656971257697	1.95376608792624	2.1533227664702	2.3939752138684	2.29098950383982	3.87340247768254	3.73588009188813	4.08696656006661	4.13217779410183	4.31964913813076	0.84275638903164	0.957740275195885	0.919949050369804	1.07588910127576	0.971484662355363	3.23741709659363	3.34097177320877	2.96910772098049	3.04036284966833	3.27606535262696	1.87064133240096	1.85502338191981	1.50873887219999	1.34782849793299	1.99767606530181	2.19169384344162	2.06999640334974	1.57731346849447	2.05579762342114	1.7555777096319	2.07685473060211	1.9190655277456	2.31278608149418	2.08378017659945	1.89628477999578	2.27109252498637	4.02961521237397	0.95356389564569	3.17278495861564	1.71598162995111	1.93007580966777	2.05775425928742	86	22	329	57	64	59	47	promoter_candidate	0_0_1_0	0	1	0	0	1	1	1	1	1	1	1
