A_1_ratio_scaled	A_2_ratio_scaled	A_3_ratio_scaled	A_4_ratio_scaled	A_5_ratio_scaled	A_6_ratio_scaled	S_1_ratio_scaled	S_2_ratio_scaled	S_3_ratio_scaled	S_4_ratio_scaled	S_5_ratio_scaled	L_1_ratio_scaled	L_2_ratio_scaled	L_3_ratio_scaled	L_4_ratio_scaled	L_5_ratio_scaled	V_1_ratio_scaled	V_2_ratio_scaled	V_3_ratio_scaled	V_4_ratio_scaled	V_5_ratio_scaled	K_1_ratio_scaled	K_2_ratio_scaled	K_3_ratio_scaled	K_4_ratio_scaled	K_5_ratio_scaled	LA_1_ratio_scaled	LA_2_ratio_scaled	LA_3_ratio_scaled	LA_4_ratio_scaled	LA_5_ratio_scaled	LB_1_ratio_scaled	LB_2_ratio_scaled	LB_3_ratio_scaled	LB_4_ratio_scaled	LB_5_ratio_scaled	mean_log_A_ratio	mean_log_S_ratio	mean_log_L_ratio	mean_log_V_ratio	mean_log_K_ratio	mean_log_LA_ratio	mean_log_LB_ratio	A_rank_value	S_rank_value	L_rank_value	V_rank_value	K_rank_value	LA_rank_value	LB_rank_value	group	group2	A	S	L	V	A_DESeq2_Active	V_DESeq2_Active	L_DESeq2_Active	S_DESeq2_Active	K_DESeq2_Active	LA_DESeq2_Active	LB_DESeq2_Active
AZGP1:::AAG	2.5402625222626	2.44289587628098	2.11963378110028	2.3213489086778	2.33706990827346	2.43798139321469	2.26778374451514	2.47664966294241	2.26270344064582	2.6432973279096	2.51043006893818	2.40109121133336	2.4709328354358	2.52732074436182	2.54730068600343	2.55283667047062	3.28737094976097	3.18630571095444	3.17967133010219	3.14566188655308	3.26291920386565	1.61206460602928	1.9682361661376	1.8899023934742	1.7764530659954	1.93354611055854	1.85643481428261	1.97022649949791	2.40296765009308	2.03109368231323	1.97264732896538	1.82846426411619	1.78807090665567	2.21652412809925	2.00863894500638	2.14629107631445	2.3665320649683	2.43217284899023	2.49989642952101	3.21238581624727	1.83604046843901	2.04667399503044	1.99759786403839	79	146	41	54	52	44	55	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	1
AZGP1:::CCT	1.91352985061631	1.92062662461292	1.68252883801204	1.84167451474735	2.00086010126986	1.91074380780846	1.85004599857299	2.07019375826991	1.89265307676372	1.70350155641934	1.97494803598356	2.67209368200619	2.63007258858972	2.6120671597135	2.56426556806728	2.64369374255634	2.78651499055087	2.84754268569116	2.6193552891644	2.56670962049356	2.70956377460826	1.25307094953307	1.32437567248795	0.947221502271694	1.18343404202799	1.46629756306821	1.50100656046619	1.59994371508339	2.40526162318923	1.76995473581857	1.78512944986121	1.66663630050054	1.5162495659281	1.88436722448329	1.86908201745407	1.97849848885861	1.87832728951116	1.8982684852019	2.62443854818661	2.70593727210165	1.23487994587778	1.81225921688372	1.78296671944492	133	226	30	105	133	76	84	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	1
BAAT:::AAG	-2.32857505187907	-2.74489553135367	-2.31746532140631	-2.37632062440466	-2.25309008260109	-2.47534998927591	-1.9936404723964	-1.78235760144119	-2.04602101388415	-1.87757601957344	-1.86453450730937	-1.19190537919719	-1.2089996228727	-1.18942093093279	-1.28865588033765	-1.27353111415757	-2.23534480704654	-1.89753454553504	-2.6789446518003	-1.84842391407976	-2.04761384657849	-1.36179692405933	-1.45572947336155	-2.43792590611112	-2.55400687248059	-1.45632246388738	-2.5541106383935	-2.06068642966359	-1.21064678947558	-1.66098524725775	-1.86161682028841	-2.97388776002202	-1.27598929519386	-1.73143510850747	-2.0758028853675	-2.99919746586085	-2.41594943348678	-1.91282592292091	-1.23050258549958	-2.14157235300803	-1.85315632797999	-1.86960918501577	-2.21126250299034	1423	1181	1050	1315	1097	1244	1305	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	0	0	0
BAAT:::CCT	-2.92278769751782	-2.9977647807912	-3.32284166656893	-2.72691225243942	-2.76921362682875	-2.96086491625816	-2.3043473830361	-2.31145434043196	-2.34557866054928	-2.09605192508241	-1.87679750184983	-1.44975348010405	-1.48327118248074	-1.66773586566693	-1.71942927879914	-1.70960225575713	-2.60070988835419	-2.23434333643217	-2.75231757058167	-2.25703665524448	-2.52886681838628	-1.68960976087442	-2.40040737850832	-2.24701099743013	-1.96632920854621	-2.41658023351904	-2.6021107684484	-2.45290030657765	-1.41889738675305	-1.9020219483412	-2.0546709050387	-2.78423580079931	-1.98534046517548	-1.75901079145096	-2.16947389250431	-2.20728833353457	-2.95006415673405	-2.18684596218992	-1.6059584125616	-2.47465485379976	-2.14398751577562	-2.0861202630318	-2.18106985669293	1545	1279	1175	1447	1211	1338	1292	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	0	0	0
BGN:::AAG	1.62003338319441	1.49541590721851	1.4908968522179	1.90532429206828	1.66587168232947	1.77390969420448	1.50873387831067	1.84808012313626	1.71218884250496	1.51983816896697	1.80946667695943	1.63362829839236	1.7194136395993	1.83697774576009	1.82678520524892	1.94102374964309	2.32162191992779	1.97892918968676	1.87132267938782	1.78299719205942	2.22819430115759	1.64324947750068	1.65954614137651	1.68143225846233	1.93132756762496	2.07024529087121	1.61579991108489	1.82742010887646	1.58975996557109	1.57746876354327	1.93639530974883	1.68549416327882	1.56407268109611	1.79640507112379	1.78560581449714	1.96159388613719	1.65857530187217	1.67966153797566	1.79156572772875	2.03661305644388	1.79716014716714	1.70936881176491	1.75863432322661	176	256	133	189	57	94	89	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1	1	1	1
BGN:::CCT	1.07430036034928	1.15725551917435	0.954668511486775	0.945818534416004	1.19398886256485	1.00323730179564	0.876583778357937	0.651567172255344	0.767141911438011	0.811762302662745	0.614225198451376	1.13416583316184	1.13949130129582	1.20348971956877	1.24900072570378	1.32220754966639	1.50729896076132	1.08683709004673	1.2290881560056	1.23747402358926	1.47811740015526	1.03605759050427	1.42655521200635	1.85239144545181	1.74066852888884	1.61130673199046	1.04252028128835	1.49645522195027	1.22735831258756	0.615116427135699	1.06265704033877	1.87571768194825	1.61605605222001	1.25386539677199	1.28304327848173	1.32460380639137	1.05487818163115	0.744256072633082	1.20967102587932	1.30776312611163	1.53339590176834	1.08882145666013	1.47065724316267	287	456	252	308	91	215	140	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1	1	1	1
BHMT:::AAG	3.23189528948736	2.80456155624465	2.79474929035343	2.93485729648911	2.93613578996155	3.08381685308877	3.62479375075249	3.57440270321371	3.74327750743998	4.21606378010377	4.16318164145885	2.20180405310541	2.29118915182522	2.35419014030728	2.49159223964004	2.45848259284458	3.97781323292039	4.20991850557869	3.73691115584185	3.6421107609379	4.09001270326292	2.7725815513034	2.67360824798819	2.10471121816986	2.62836431448542	2.62091327816444	2.40399402637682	2.01098611673398	2.24131945883343	2.1497121358081	2.21573816578286	2.42241111770936	1.7765939435862	2.3861879927955	2.25776674937482	2.68206091928138	2.96433601260415	3.86434387659376	2.35945163554451	3.93135327170835	2.56003572202226	2.20434998070704	2.30500414454945	23	30	56	14	16	34	28	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	1
BHMT:::CCT	2.77069443154172	1.96031260216119	2.21402377548935	2.47936744074461	2.4509748904595	2.78173171898758	3.33074251805072	3.07294708911601	2.85471372409967	3.25639499071387	2.77716765283328	1.83450179542106	1.78912127637146	1.82483294367141	1.81712383643139	1.82781525202504	3.3750830288621	3.22631736409798	3.19879789410593	3.16539110487207	3.46053048906013	2.07470391937991	1.46826324150714	1.92022119679164	2.45346184458964	1.98067530449887	1.88217760462174	1.905329276059	1.98744950164332	1.73149393641485	1.51218734465986	1.83840294080021	2.32611647935401	2.278013074353	1.3166592685329	1.92632176300037	2.44285080989732	3.05839319496271	1.81867902078407	3.28522397619964	1.97946510135344	1.80372753267976	1.9371027052081	72	81	125	48	40	78	63	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	1
BMP10:::AAG	-0.711968922861734	-0.307540873546362	-0.898999294405196	-0.395735249158106	-1.9094029242472	-1.32590200689362	-0.394123239138718	-1.48923586106481	-1.63287303959069	-0.939673988161761	-0.165725746555876	-1.72714844543562	-1.53807939853596	-1.41103260323912	-1.40454122567923	-1.32705144405708	-0.6527433088133	-0.738968583291153	-0.493385126132122	-0.350082915265902	-0.419416248743452	-1.22037951302248	-0.877470189449314	-1.27562174567606	-3.76093945124086	-5.58733917196516	-2.16653742484364	-1.08846603998329	-1.67370278457444	-1.23232877891065	-0.478420695538866	-3.70875289971779	-1.94742643380156	-2.46914869100852	-0.710391143554175	-0.354217175126583	-0.924924878518703	-0.924326374902371	-1.4815706233894	-0.530919236449186	-2.54435001427077	-1.32789114477018	-1.83798726864172	801	816	1126	710	1323	1056	1164	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0	0	0	0
BMP10:::CCT	-1.04868911635279	-0.767864535963916	-1.41936991681339	-1.24826376065884	-0.376672738517715	-0.925760197268666	-0.662831647724356	-1.31922697118563	-1.33838203892575	-0.0234687031234128	-1.00086331155964	-2.23624644136424	-2.39985159958269	-2.31131500304568	-2.31566288796716	-2.3055767896963	-0.679132065058864	-1.53274591497734	-1.05243616152527	-1.55267423522983	-0.592625497789714	-2.43624882648805	-1.94184462639317	-2.20746673733092	-1.49733006196575	-3.97666857525851	-2.2894522461958	-1.63257040284859	-2.82974365254926	-1.86783295461655	-2.05262756018236	-3.96060653594788	-3.68526869160206	-3.18955615809327	-2.34691379046044	-3.06651352144088	-0.964436710929219	-0.868954534503759	-2.31373054433121	-1.0819227749162	-2.41191176548728	-2.13444536327851	-3.2497717395089	819	795	1427	847	1293	1359	1493	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0	0	0	0
BMP10_ATG:::AAG	-0.782335639889576	-0.881809137470047	-1.10448187185635	-0.243963460257205	-0.717133543010375	-1.24885095550801	-1.09966698909093	-1.02284287896118	-0.46000240201296	-2.01101477561531	-2.72117729339433	-1.51980702462581	-1.348184204719	-1.38716208935107	-1.44044968194206	-1.40001946894952	-1.02979289801911	-1.50485292301571	-2.963410890694	-1.96164746313861	-2.28424362956514	-6.05097516686912	-1.69435805735524	-8.30365083676014	-1.2541906198834	-0.708219727362758	-1.97204071243867	-1.86403128371215	-1.67272620751264	-1.77931818127872	-1.9112789692466	-1.40959034023996	-3.00627475474474	-2.23066036598947	-2.0738758568808	-0.253906929899914	-0.829762434665261	-1.46294086781494	-1.41912449391749	-1.94878956088651	-3.60227888164613	-1.83987907083776	-1.79486164955098	770	997	1111	1215	1468	1230	1141	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0	0	0	0
BMP10_ATG:::CCT	-0.753956895694346	-1.80963710538321	-1.42834964901568	-1.37120321435057	-0.586800456743596	-1.3217204208055	-0.438664024480629	-2.84987163565882	-1.49426692421272	-2.13974664356738	-0.762925179705877	-2.22831345232878	-2.25062068182418	-2.12059788891903	-2.37626878213092	-2.13949329309929	-0.943663427250373	-1.55855218771127	-0.626557543732654	-1.54969716877464	-1.88861411685558	-2.81158699054211	-1.91738923411903	-1.73564341426686	-0.485020074990432	-1.21332158700801	-2.70835458886803	-2.36457832329266	-1.87785550748497	-2.94590226007442	-3.03326699519728	-3.27254630825198	-3.12885917176622	-1.44818692833648	-3.53873312233735	-1.61023241015517	-1.21194462366548	-1.53709488152509	-2.22305881966044	-1.3134168888649	-1.63259226018529	-2.58599153498347	-2.59971158816944	904	1026	1392	930	1012	1482	1419	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0	0	0	0
BST2:::AAG	-0.272463776186527	-0.26991767029579	-0.0845790576893087	-0.554790620587967	-0.155952025691056	-0.688086976076078	0.36382093441507	-0.012153459549052	0.0914288998947327	0.22674296207841	0.636305226553927	-0.496218547219368	-0.467346596322716	-0.416323680289619	-0.349478482204627	-0.45478111548837	0.459696862676997	0.320791941919104	0.33999758859644	0.161233079550903	-0.0101436059286524	1.85891533442404	1.5555719028683	1.69150187959133	1.94400105933834	0.896154989025708	0.575623116993441	0.606440808746296	-0.423358671742276	0.615731919520876	0.226345036312691	0.749773731119823	0.56193567172354	0.58401065909032	0.751733517877617	0.0748385300244335	-0.337631687754454	0.261228912678617	-0.43682968430494	0.254315173362958	1.58922903304954	0.320156441966206	0.544458421967147	618	550	769	531	84	440	347	promoter_candidate	0_0_0_1	0	0	1	0	1	1	0	1	1	1	1
BST2:::CCT	-0.676182444302993	-0.802982346116743	-0.57408045345944	-0.570602307102058	-0.696689581777574	-0.333412144519607	-0.633681757292922	-0.575968163574194	-0.39135524993874	-0.339504896054802	0.0839675967570291	-0.333623534503801	-0.281608019166677	-0.283539026605003	-0.279083636882363	-0.296895177308744	-0.51613708998035	-0.151646121487824	-0.215213745282077	-0.627118957145561	-0.111907579167913	0.828076991477564	1.12120111890766	1.24878770892115	0.770609547799009	1.09981345458204	0.54803360143649	0.729795677248986	-0.0954122401623891	0.334053814468745	0.285600506522225	0.628542975690896	0.7353882985079	1.0724060219668	0.322660532925216	0.390518081688428	-0.608991546213069	-0.371308494020726	-0.294949878893318	-0.324404698612745	1.01369776433748	0.360414271902811	0.629903182155848	689	686	730	656	178	423	324	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	1
C10orf71:::AAG	-0.275664683450943	0.181613987802488	-0.0248509485980304	-0.205672201529957	0.3760039142759	0.139252409175179	0.150107912939175	-0.0387840764212335	0.188588021579761	0.554803213835378	0.315803669295635	-1.18329962143143	-1.12913006625179	-1.05082480880191	-1.0597245120886	-1.00805854683257	-0.247682516075676	-0.436555712358252	-0.118352047300521	-0.60598757728318	-0.45758335115413	-0.976230925690414	-1.39418338247228	-1.09996616313247	-0.567970905704341	-1.77703909736116	-0.940204046002081	-1.25091333165531	-1.54394230452307	-1.34349196839798	-1.47888394714706	-2.11608948740464	-1.15528477925454	-1.01752288804497	-0.788691924212485	-1.79216636621459	0.0317804129457727	0.234103748245743	-1.08620751108126	-0.373232240834352	-1.16307809487214	-1.3114871195451	-1.37395108902624	532	560	984	669	824	1047	975	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	1	0	0	0
C10orf71:::CCT	-0.394966932132832	-0.303246678833757	-0.355632860278472	-0.514778071391369	-0.167495433896397	-0.448226853709416	-0.585288377315398	-0.300131643213041	-0.239709979678607	-0.35595108132614	0.113861338749909	-1.95550676435934	-2.08387253978007	-2.09022593276284	-2.1247313208781	-2.06975715853391	-0.437237801694037	-0.711918093193955	-0.82178958122266	-0.717619443171326	-0.649387013452767	-0.983662742184206	-2.16716099512537	-1.3806817447965	-2.05224704985806	-1.76014077300033	-1.89912264228113	-1.95245897130099	-2.3521872116567	-2.18056225350825	-1.30225792873252	-1.73492064508122	-2.83400798421057	-2.08735743374319	-1.50763178445559	-2.14327022170319	-0.364057805040374	-0.273443948556655	-2.06481874326285	-0.667590386546949	-1.66877866099289	-1.93731780149592	-2.06143761383875	627	664	1344	730	1027	1268	1257	promoter_candidate	0_0_1_0	0	1	0	0	1	0	0	1	0	0	0
C11orf96:::CCT	2.95632018928208	2.37947439156282	0.569969472933092	3.28933413171795	3.72951577986323	1.90658642508985	3.21913986455493	4.57823749336092	5.69928586387619	3.22120403305343	5.76492973651737	1.61104421524183	1.57090596834913	1.51555139740718	1.54063489765699	1.55319822625526	3.37443593931127	3.07980972199308	3.15577101727186	1.43117738015866	3.4865767307183	-2.708094963749	0.941632175517283	-4.24946528481635	1.63751224889657	1.86770164250659	1.64831968315822	3.32946856881987	1.40920565460798	2.10263370375662	2.71564480734427	3.07994109446733	2.10614658983241	0.658124691454455	3.35241767189427	2.4033898997386	2.4718667317415	4.49655939827257	1.55826694098208	2.90555415789063	-0.50214283632898	2.24105448353739	2.32000398947741	68	8	175	85	570	30	26	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1	0	1	1
C1QTNF1:::AAG	-1.91033768897996	-1.90028374299243	-1.53730830182201	-1.85325894272088	-1.6425927739643	-1.84337632199236	-2.42489392466036	-1.93768587050736	-1.75860753592555	-1.87670513937097	-1.91330735803655	-1.66277899176863	-1.6290494506366	-1.56233933700669	-1.59211899090575	-1.47352706309612	-1.4730168678982	-1.45518573014392	-1.88379340853821	-1.6616233746545	-1.8250670244033	-1.32059577830278	-3.01267186522657	-2.99061062187794	-0.937759042461946	-1.99977941646696	-1.74640040267692	-1.67017986862121	-1.49225649363804	-1.73720376969604	-1.07024486881412	-1.52645109172745	-2.38664996742863	-1.12970562536713	-2.24506120160148	-1.49046131045789	-1.78119296207866	-1.98223996570016	-1.58396276668276	-1.65973728112763	-2.05228334486724	-1.54325708068926	-1.75566583931651	1153	1204	1162	1073	1181	1133	1124	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0	0	0	0
C1QTNF1:::CCT	-2.26089855094869	-1.96813085880392	-2.50861337703573	-2.53485771520387	-2.19956432067712	-2.17217191272328	-2.09794415191649	-2.42492253281525	-2.43369599119997	-3.2671572273214	-0.672409474372065	-2.46414249968818	-2.56860583079626	-2.57509799574136	-2.58384114147758	-2.49514329148	-2.42285172533323	-1.97420129874603	-2.40135129359595	-2.13102788187061	-2.44443294016112	-2.57735988275851	-1.65345422851378	-2.62832462791437	-3.05992734634611	-2.717822885383	-1.63800814716606	-1.99645252742238	-2.22977646830301	-2.54027299768549	-2.00567764844598	-1.55536360790824	-2.82724862538687	-1.29512361483179	-2.16679611153318	-2.83786802135659	-2.27403945589877	-2.17922587552504	-2.53736615183668	-2.27477302794139	-2.52737779418315	-2.08203755780458	-2.13647999620333	1372	1275	1471	1375	1316	1336	1276	promoter_candidate	1_0_0_0	1	0	0	0	0	0	0	0	0	0	0
C1R:::AAG	-0.690524269732373	-0.818326932963244	-0.849280333285585	-0.584950696921887	-0.536996975905758	-0.55689319379054	-1.06740472873827	-1.91060039293056	-1.30951846846856	-1.4733991203813	-1.27801599706338	-0.536491216605844	-0.443173681726635	-0.322286665875533	-0.345262090058494	-0.259672774494627	-0.278547346306182	-0.245881122006263	-1.07713985214894	-0.557233471069034	-0.455184182266049	0.306674938494682	-0.161333924368843	0.0583461961271639	0.15428678557391	-0.150819678202159	0.557876150596879	0.397967143041625	-0.336858233866462	0.28971608274451	0.330381438547607	0.645944555708671	0.336077802623335	0.742750741905164	0.237555619794973	0.607559042705721	-0.672828733766564	-1.40778774151642	-0.381377285752227	-0.522797194759294	0.0414308635249511	0.247816516212832	0.513977552547573	719	979	756	707	416	462	357	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	1	1	1
C1R:::CCT	-1.34395925212555	-1.20569280891872	-1.41929132557403	-1.24016231383243	-0.888031744132248	-1.20970405831217	-1.98328067503114	-3.16021650383944	-0.728740480287716	-1.33186512152428	-1.76811710096626	-1.14803745536407	-1.12242229120667	-1.08422088713257	-1.06473338343883	-1.01343241064607	-1.09851651090451	-0.796355087688209	-1.33376449849628	-1.38532265917168	-0.891142718699641	-0.0743074513984894	-0.279118143752893	-0.178162409400736	-0.321137855694779	-0.326698960344808	0.0896511330253025	0.102866310744716	-0.890842132970653	-0.0827786178851111	-0.279075290412804	0.510454021857036	-0.139843325109218	0.180291993812991	0.340486681519503	0.380860929175598	-1.21780691714919	-1.79444397632977	-1.08656928555764	-1.10102029499206	-0.235884964118341	-0.21203571949971	0.254450060251182	905	1125	988	857	492	623	422	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	1	1	1
C1S:::AAG	-2.10366989576816	-1.43391252830592	-2.01121441307057	-1.93773423028632	-2.40813034257659	-1.91180369688505	-1.94697500693353	-2.90874633463384	-1.18338676934593	-2.56653588916821	-2.79980918249442	-1.78242063406002	-1.63352846958714	-1.54403076414252	-1.5778706501372	-1.44914693616772	-1.78961740758823	-0.947919599582643	-1.53469281902903	-1.0408580088066	-1.74720377032229	-2.31179868601462	-2.76851605788982	-4.12180484854271	-1.1776234866409	-2.39654156534008	-1.06534233251261	-1.71948675614993	-1.52896840183113	-1.5991935597207	-2.12678361936638	-1.12638751523226	-1.63763629421877	-0.754140838645875	-1.73578014742453	-2.94735446400984	-1.9677441844821	-2.28109063651519	-1.59739949081892	-1.41205832106576	-2.55525692888563	-1.60795493391615	-1.64025985190626	1236	1316	1171	972	1326	1151	1081	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	0	0	0
C1S:::CCT	-1.97852200560022	-2.57456576916709	-2.39807085222372	-1.82608961738057	-1.76535100317293	-2.15617219442379	-2.46343448946584	-2.63110254200192	-2.20192880318671	-1.83359488362962	-2.03198320740939	-2.25918012709062	-2.28101545262774	-2.24256164716443	-2.17711400302465	-2.0698749523005	-1.91876878368509	-2.32671979484536	-2.1410578441303	-1.46272361138083	-2.16923497371164	-2.0338339797227	-3.75486666176074	-1.63290004623475	-2.47683919472385	-3.41538016930742	-1.64740874551765	-1.82488708470278	-2.31373472589979	-2.4817919031692	-1.78857874679441	-2.09297065049595	-3.52205686007981	-1.41328818413413	-1.89954001057097	-1.35908305560495	-2.11646190699472	-2.2324087851387	-2.20594923644159	-2.00370100155065	-2.66276401034989	-2.01128024121677	-2.05738775217716	1304	1299	1386	1238	1344	1301	1255	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0	0	0	0
