A_1_ratio_scaled	A_2_ratio_scaled	A_3_ratio_scaled	A_4_ratio_scaled	A_5_ratio_scaled	A_6_ratio_scaled	S_1_ratio_scaled	S_2_ratio_scaled	S_3_ratio_scaled	S_4_ratio_scaled	S_5_ratio_scaled	L_1_ratio_scaled	L_2_ratio_scaled	L_3_ratio_scaled	L_4_ratio_scaled	L_5_ratio_scaled	V_1_ratio_scaled	V_2_ratio_scaled	V_3_ratio_scaled	V_4_ratio_scaled	V_5_ratio_scaled	mean_log_A_ratio	mean_log_S_ratio	mean_log_L_ratio	mean_log_V_ratio	A_rank_value	S_rank_value	L_rank_value	V_rank_value	group	group2	A	S	L	V	A_DESeq2_Active	V_DESeq2_Active	L_DESeq2_Active	S_DESeq2_Active
NC_III_randomDNA105:::AAG	-2.27499542636354	-2.82529438910623	-2.68366801310445	-2.9799188276106	-1.39323483792304	-1.88740190725181	-2.72952962563012	-2.4138330048861	-3.39176973017915	-2.81510465128215	-2.95737559096938	-2.08179614868372	-1.98414540414644	-1.95497401728705	-1.93363124013401	-1.95487400358004	-2.51784408802551	-2.17988678453805	-1.73376206264973	-2.82886423967246	-2.16344301164672	-2.34075223355994	-2.86152252058938	-1.98188416276625	-2.28476003730649	1332	1440	1267	1302	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA105:::CCT	-2.37056742446702	-3.64204073441495	-2.84685342331644	-2.70292035824023	-3.20104606010667	-2.77150713145538	-2.64038781973424	-2.98779491657611	-1.7269894168297	-2.90858605367886	-3.44895681010011	-2.93217448544353	-3.04372221614475	-2.98293692751371	-2.99432699695342	-3.08615252589177	-2.86111549472159	-2.68927866123397	-2.2844766240982	-3.22171962763228	-3.42865489403866	-2.92248918866678	-2.7425430033838	-3.00786263038944	-2.89704906034494	1520	1419	1525	1519	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA106:::AAG	-2.10594092530693	-2.01642962943833	-2.18240389556233	-2.28840063696059	-2.09968947999829	-1.91536026087343	-2.30426385539721	-2.1086234115663	-1.97779545966856	-2.49568755064557	-0.792241459973758	-2.51983042723473	-2.35060992842759	-2.41593030831594	-2.31279238372851	-2.37766900901122	-1.98620712294017	-2.30361376035708	-2.76317789939488	-2.05947507727465	-3.11853571180032	-2.10137080468998	-1.93572234745028	-2.3953664113436	-2.44620191435342	1212	1115	1404	1377	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA106:::CCT	-3.07264050847731	-2.95311908008482	-2.75914645121005	-2.78322106847485	-2.58289693678253	-2.62693230743752	-2.74223346443485	-1.98183257607174	-2.76377856556529	-2.70185300058892	-3.0689729274682	-3.1062060910029	-3.17694208222927	-3.14507497719746	-3.21129151794592	-3.24835769672947	-3.30060037275396	-2.68297554585962	-2.37079757486409	-2.97087516988927	-2.68348036231739	-2.79632605874451	-2.6517341068258	-3.177574473021	-2.80174580513687	1487	1388	1544	1497	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA107:::AAG	-2.0792535400853	-2.08385460265795	-2.46392675886406	-2.35888676654897	-2.0657824916794	-1.65258725169435	-1.39784649515744	-1.39686728834444	-2.02949637595843	-1.23817278560423	-1.96118334284424	-1.69370888689065	-1.65606706681018	-1.70822744456454	-1.60468133836929	-1.65361031032197	-1.39057240622532	-2.07004558977839	-2.29700605060002	-2.66391265217936	-1.962539779721	-2.11738190192167	-1.60471325758176	-1.66325900939132	-2.07681529570082	1228	987	1140	1202	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA107:::CCT	-2.79114711760407	-2.25539215580656	-2.09914412805343	-2.58977712131074	-2.50669264665714	-2.18775137186734	-3.18622628334385	-2.08683927237654	-2.34242224310899	-3.06472562436226	-2.77444175438941	-2.18305343673579	-2.09926538948924	-2.41065062642377	-2.29545508850733	-2.16484285382913	-2.89848088722584	-2.90848567195159	-2.34955578753186	-1.83387819616807	-2.10818695717563	-2.40498409021655	-2.69093103551621	-2.23065347899705	-2.4197175000106	1359	1401	1357	1362	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA108:::AAG	-1.84050222424668	-1.96851985067641	-1.21834127071665	-1.62157090475668	-1.72314661233859	-1.80435956844719	-1.69449724804676	-1.89597650612836	-1.34011649305863	-1.22745707462182	-1.88173778187797	-1.83450810692137	-1.82293360466193	-1.71629922346078	-1.58756650260701	-1.66663370941073	-0.833880058673486	-1.98183743388271	-1.85746788373723	-1.36505539139538	-2.01369108393354	-1.69607340519703	-1.60795702074671	-1.72558822941236	-1.61038637032447	1031	988	1168	985	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA108:::CCT	-2.33588922365843	-2.06750493526367	-1.93234078373178	-2.0009602851379	-2.79271389148611	-2.07151643773845	-2.20434861544144	-1.35012571237427	-2.54747715474158	-2.65896619974843	-2.50108718323809	-2.61038530937117	-2.57196311127677	-2.47390190414942	-2.60757556959956	-2.53779918619474	-2.68161718335409	-1.68457260551715	-2.5017660862535	-2.28162626009465	-2.12487295457381	-2.20015425950272	-2.25240097310876	-2.56032501611833	-2.25489101795864	1271	1239	1456	1283	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA109:::AAG	-2.44520244276999	-2.09367019249747	-2.71341865706126	-1.70539360408437	-2.07137269473635	-1.24689887604506	-2.16101400750436	-1.75791476923653	-0.662527737594938	-2.09569217370549	-2.58782726226922	-2.06985298267955	-2.22880667422629	-2.0134418184038	-2.089478835862	-1.96155691716054	-2.89683369396697	-1.59349544234398	-2.10119562580098	-2.05664524348498	-1.69749549427674	-2.04599274453241	-1.85299519006211	-2.07262744566643	-2.06913309997473	1186	1079	1303	1198	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA109:::CCT	-2.98700006853962	-2.77792796742432	-2.59538945342584	-2.01686288358192	-2.94823214102461	-2.90774484012467	-2.93495898025261	-3.53848568456989	-2.45513981563245	-3.04285006523333	-3.54587573594849	-3.07893068554748	-3.10219148273936	-3.07492613027746	-3.11554013101031	-3.08605146058557	-3.33829154942061	-2.02952339301128	-2.67511843216149	-2.93720481801749	-2.96710541442453	-2.70552622568683	-3.10346205632735	-3.09152797803204	-2.78944872140708	1463	1489	1532	1494	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA10:::AAG	-2.90513350382316	-2.3157275778258	-2.40747749842317	-1.92030931038616	-2.10609674544518	-2.4337757055726	-1.79928174842939	-3.25881707791024	-1.97150587500435	-3.12708665954879	-2.95170681764948	-2.23610431725556	-2.27375198940545	-2.31174673719238	-2.29811028998347	-2.17640236367622	-2.06529483377199	-2.64725522103803	-2.65192343496389	-2.03037117199684	-2.07241529691049	-2.34808672357935	-2.62167963570845	-2.25922313950261	-2.29345199173625	1339	1380	1365	1307	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA10:::CCT	-2.63146420479715	-2.76463944673173	-2.79182383432044	-3.16497450653855	-3.02651663191513	-2.8610482116929	-3.20019870326517	-2.91635559988911	-2.74026108737588	-3.1340894723415	-3.37751749341311	-3.14728791841981	-3.12609055389626	-3.08924307821256	-3.03846586191455	-3.0902032240877	-2.88683651440523	-2.87193091668158	-1.91915543766833	-3.0356757401686	-2.6316504569793	-2.87341113933265	-3.07368447125695	-3.09825812730618	-2.66904981318061	1507	1479	1534	1457	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA110:::AAG	-2.00194837753505	-2.22838101814045	-2.44851368518149	-2.02655951901873	-1.90784123269867	-2.3842903291274	-3.04891015379527	-0.920226007465951	-2.19414381873963	-1.66278733185249	-2.94809818984408	-1.59304377065833	-1.76056118664839	-1.675005380818	-1.52727328399172	-1.60614866447574	-2.81006582743417	-2.51307543372848	-2.6979626212641	-1.729523428589	-2.36342585223972	-2.16625569361697	-2.15483310033948	-1.63240645731844	-2.4228106326511	1252	1209	1133	1363	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA110:::CCT	-2.60725252310509	-2.40890974762083	-2.5885979489287	-2.87122889873708	-2.56049775309499	-1.72107570717032	-2.47430803455462	-2.4367288895385	-1.17785213993972	-3.48130454123329	-3.04953207031935	-2.40107304291648	-2.36914707177101	-2.38916201675802	-2.49432203503631	-2.46449268313585	-2.57159428498915	-2.01434514389677	-1.79399375971127	-2.35947608994892	-2.54894395431097	-2.4595937631095	-2.5239451351171	-2.42363936992354	-2.25767064657142	1378	1347	1415	1287	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA111:::AAG	-3.1428596314187	-2.65202931920401	-2.43657994681139	-2.04499021465394	-0.407761145409422	-1.67191179481824	-1.78988252080218	-1.51889809796703	-2.25231533854617	-2.03474513024961	-1.56429176139821	-2.26103584983068	-2.07141864394233	-2.06435739902492	-1.93651880360193	-1.89034515621877	-1.61959905923344	-2.35538438054404	-2.3260113502727	-2.25558040327355	-2.95477483129885	-2.05935534205262	-1.83202656979264	-2.04473517052373	-2.30227000492452	1190	1072	1291	1311	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA111:::CCT	-2.98525773508801	-3.05964391083331	-2.54891627713825	-2.92798666801052	-2.69207007007123	-2.72125369390295	-2.70042525718866	-2.54155671512716	-2.71603474785905	-3.01373223105596	-2.60338418307509	-3.15184263999256	-3.05163367211648	-3.14529534709484	-3.0891938103231	-3.02784671420715	-3.40790596970825	-3.43304287709863	-1.78452221491967	-2.97337006479697	-3.24058940786413	-2.82252139250738	-2.71502662686118	-3.09316243674683	-2.96788610687753	1495	1412	1533	1527	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA112:::AAG	-4.10033187522825	-2.87348181176062	-2.53174902652299	-2.58611596894137	-3.1360212874557	-3.29925325979434	-1.39041055429608	-3.02412589603057	-3.08331633127021	-3.09446440964423	-3.56082082905116	-2.98866431793964	-2.95723311710102	-2.96297557158671	-2.75350499676594	-2.8239086200069	-2.87209193967779	-3.08716234721812	-3.09825065982776	-2.98259002227008	-2.592536085019	-3.08782553828388	-2.83062760405845	-2.89725732468004	-2.92652621080255	1544	1434	1509	1522	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA112:::CCT	-3.30083831145314	-3.02543780616102	-2.87479011707128	-3.08354965814129	-2.9366900378239	-3.0087814343517	-2.21468019509686	0.0133705656359137	-3.17177481544587	-3.63688467618369	-2.94339944992324	-3.6482103557701	-3.53268125781288	-3.67025400278109	-3.58672213718125	-3.70707135617137	-3.06743858275968	-3.55432257019053	-2.20568048647477	-3.26339234254366	-3.14468868445492	-3.03834789416706	-2.39067371420275	-3.62898782194334	-3.04710453328471	1538	1297	1567	1543	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA113:::AAG	-2.21587533585783	-1.38712944635901	-1.41760578985645	-2.07104657516348	-1.59621846067815	-1.57877037655748	-1.50865185591816	-1.32784333281343	-1.73398348339857	-2.38429449580999	-2.17782017134908	-2.22184248089611	-2.19116269726171	-2.17351516988916	-2.23348271424163	-2.20237244368928	-1.94393806596806	-0.896072774931488	-1.38733892806612	-2.01080216216996	-1.33122036864944	-1.71110766407873	-1.82651866785785	-2.20447510119558	-1.51387445995701	1041	1065	1347	942	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA113:::CCT	-2.2979751962513	-1.93149059590808	-2.02940148342922	-2.37359240478199	-1.72681899939345	-2.44774119516084	-2.27257681649834	-2.06016078896283	-2.9204371193056	-2.36752622355042	-1.814834684154	-2.82213908942536	-2.92021121595927	-2.9162708174677	-2.78902781033643	-2.77186760372173	-1.83249526711164	-1.9466596561694	-1.98922686308523	-3.01821639765507	-2.04152701882273	-2.13450331248748	-2.28710712649424	-2.8439033073821	-2.16562504056881	1238	1255	1500	1235	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA114:::AAG	-2.40166469404932	-2.5877667361959	-2.45419123635326	-2.67246486221806	-2.42544925413651	-2.31629302822634	-2.06996187748391	-2.55465095176257	-1.88786797108865	-1.92248323391151	-2.71133436266107	-2.24212227965494	-2.21703739354488	-2.11382380269927	-1.99896568055642	-1.96859642799758	-1.46475225802032	-2.10670266634146	-2.21323915909985	-3.3119375515302	-3.21960392308339	-2.4763049685299	-2.22925967938154	-2.10810911689062	-2.46324711161505	1386	1230	1317	1388	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA114:::CCT	-2.51203935585441	-2.53521737396851	-2.71665266501426	-3.16737690738626	-2.60596115812969	-2.86948061349879	-2.5622483204422	-3.2490732166282	-2.85108115188768	-2.29106702332544	-1.9645657419846	-3.12270458597822	-3.06689431553576	-3.12888994538499	-3.13669468813587	-3.19560750898724	-2.45161458991562	-2.275221499839	-2.5744122565798	-3.27731973680445	-3.27165197365964	-2.73445467897532	-2.58360709085362	-3.13015820880442	-2.7700440113597	1470	1372	1539	1486	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA116:::AAG	-1.98193125638507	-1.65539026161669	-1.95904834514079	-1.99890949709088	-1.98786393479476	-1.39156225858238	-1.2259364607371	-1.5481023726454	-1.25887850398265	-1.6010830963417	-1.15820390595746	-1.20771465327355	-1.13583999689783	-1.13008769737149	-1.11515041420319	-0.954744824616533	-1.76506851052963	-1.48118493041582	-1.61327783937716	-2.37984011670337	-1.32243779052167	-1.82911759226843	-1.35844086793286	-1.10870751727252	-1.71236183750953	1092	899	952	1025	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA116:::CCT	-2.15960029367548	-2.63358832359004	-2.19340899286227	-2.36032162158405	-2.36309791677571	-1.89134567920081	-2.59315952476055	-2.19903864926745	-2.67876558706001	-2.29169601639322	-1.8724892083902	-1.85700730354734	-1.86274894031391	-1.98289798851863	-1.85907462256029	-2.01701868361803	-2.570395610445	-2.28245288606103	-2.86870677110772	-2.35463230521679	-2.83787377198246	-2.26689380461472	-2.32702979717429	-1.91574950771164	-2.5828122689626	1298	1272	1236	1427	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA118:::AAG	-2.42175807369973	-1.79717104718864	-2.27355264568474	-2.06219291049647	-2.17965870642733	-3.1432379904637	-2.19937310164042	-2.61289131290654	-3.60779143776736	-2.51926088090426	-2.74563334683005	-2.00187963207435	-1.77155194205781	-1.8828464514892	-1.7248939817402	-1.70192109322752	-1.79435385812064	-2.95775701233464	-2.46325933874032	-2.31639135705364	-3.433545332215	-2.31292856232677	-2.73699001600972	-1.81661862011782	-2.59306137969285	1319	1418	1200	1433	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA118:::CCT	-2.88976411962958	-2.88102446848145	-2.70221379219951	-3.21717614832656	-3.18176427927253	-2.79202317852545	-2.49715286345996	-2.65372037998264	-2.62568774838965	-2.26010791199546	-3.19915154772211	-2.31514363457563	-2.20171807689374	-2.36799689257253	-2.39844398985948	-2.24689606441728	-3.34304528933016	-2.89846228793847	-2.06853864890857	-2.88746405655507	-2.97239038025059	-2.94399433107251	-2.64716409030997	-2.30603973166373	-2.83398013259657	1526	1384	1374	1503	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA119:::AAG	-2.5535588727829	-2.83395722727742	-3.02276429178259	-2.24430670495392	-2.83271082573041	-1.79992346201418	-2.90970802027623	-3.61233482423344	-2.83310969133476	-1.5412039781769	-2.59686530465305	-2.13643519844172	-2.09302493068088	-2.09367107112463	-2.05330594888826	-2.11955393930433	-3.97996741500729	-2.15622277796816	-2.48984042185179	-2.1672076532473	-2.35252138827164	-2.5478702307569	-2.69864436373488	-2.09919821768796	-2.62915193126923	1414	1405	1313	1443	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA119:::CCT	-2.47753355537564	-2.74020610234252	-2.11652120832838	-2.97277760198095	-4.27673152940707	-5.01175614331022	-2.62902217489639	-3.60668231480208	-4.86727631190679	-2.55121608172962	-4.25761915697532	-3.08324667038206	-3.12149163681931	-2.9464958999878	-2.97898688031525	-2.99938046188934	-3.69922523585672	-2.38214616974312	-2.9290261058295	-4.47538668217388	-4.77285066571295	-3.26592102345746	-3.58236320806204	-3.02592030987875	-3.65172697186323	1556	1540	1528	1563	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA11:::AAG	-1.02500630849582	-1.14193569213604	-1.54085652078025	-1.64315998606607	-1.58526229802332	-1.6052516050398	-1.82253962978141	-0.462799856947127	-0.0864878171751275	-1.89122660642788	-1.00459447588995	-0.675084006104593	-0.538991427171877	-0.479525574264838	-0.388621658569407	-0.351450352321954	-0.852162720855427	-1.12012563966204	-1.74332075473889	-1.26204812626053	-1.33800396794322	-1.42357873509022	-1.0535296772443	-0.486734603686534	-1.26313224189202	917	803	746	853	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA11:::CCT	-1.43523122516484	-1.87280149107019	-1.85804021038753	-1.53887302544148	-1.41640335403436	-1.51608050710753	-2.22554209206858	-2.3363876094118	-1.44564194893358	-1.90688193410698	-1.96441774706155	-1.18909844545859	-0.99028423300489	-1.1133879080925	-1.0366935598905	-0.942738987136233	-1.95501524857929	-2.25853861129842	-2.36566424294935	-1.65049006662299	-1.95595954293995	-1.60623830220099	-1.9757742663165	-1.05444062671654	-2.037133542478	996	1131	927	1174	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA121:::AAG	-2.20928667696933	-2.27937380732878	-2.32819052403091	-2.28878827530086	-1.50694088702344	-1.9178946799329	-2.7617198239435	-2.92726971604951	-2.58481737235066	-2.37148403111165	-3.0286889612422	-1.59629866967405	-1.79133054611491	-1.79505153922356	-1.6201956654331	-1.83567875124882	-2.04190414051744	-2.4270648996271	-2.25260875600111	-2.36738288573081	-1.99070014496671	-2.0884124750977	-2.73479598093951	-1.72771103433889	-2.21593216536863	1208	1417	1169	1255	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA121:::CCT	-2.50026454158826	-2.30096757539301	-2.57937395312037	-2.62137532352458	-2.38887796227619	-2.58090407321457	-3.13759923361964	-2.24410056474267	-2.11629363010332	-2.58360193147072	-3.23510243088145	-2.08818215090732	-2.45854817712304	-2.40979157432337	-2.42490696667458	-2.58719986334414	-2.04885792518018	-2.24546750181746	-2.89389197927156	-1.91148342684116	-2.94839590743063	-2.49529390485283	-2.66333955816356	-2.39372574647449	-2.4096193481082	1395	1391	1402	1359	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA122:::AAG	-0.87844395405403	-1.47568868231843	-1.17419077845593	-0.931593021414612	-0.87016226844564	-0.634956286475149	0.120672919278926	-0.798081898356166	-1.07059356043164	-1.45450009848947	-1.45196502400063	-1.35305702267208	-1.31742011484092	-1.27264915679916	-1.19665283564535	-1.13601076465176	-0.725007724456581	-1.71265804947376	-1.60506517265895	-1.47950197164119	-1.32649751012147	-0.994172498527297	-0.930893532399795	-1.25515797892185	-1.36974608567039	770	777	1003	888	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA122:::CCT	-1.50034717526739	-1.3830199782427	-1.67490012244329	-1.2791371830402	-1.44934510383736	-0.688099157057784	-1.78648734969723	-0.844985746021229	-0.329736014519285	-1.15972522976825	-1.41372618399028	-2.01697698727542	-2.14001678467937	-2.10305640329957	-2.04457343863776	-2.1069722462866	-1.15731958432295	-1.38338163502946	-1.58177814528633	-1.88728362066696	-1.80464950756324	-1.32914145331479	-1.10693210479925	-2.08231917203574	-1.56288249857379	884	822	1305	964	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA123:::AAG	-1.93830271022056	-2.08778664109308	-2.16154086462626	-1.92761587045801	-2.32504370800383	-2.23759566567559	-2.15398907540254	-2.50564044758147	-2.87520112883291	-2.57379807316387	-2.42571419849341	-1.69503304591596	-1.69785414382241	-1.60616729118706	-1.58789519483344	-1.54860941063036	-2.14844941152958	-2.11529099208026	-2.83004655466431	-2.15252956379108	-1.84694387696946	-2.11298091001289	-2.50686858469484	-1.62711181727785	-2.21865207980694	1224	1342	1130	1258	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA123:::CCT	-2.21157906360357	-2.61159795806282	-2.55154046778192	-2.35110202755209	-3.47777888859035	-1.50290129314303	-3.67969861081847	-3.24616305814873	-3.16156237035176	-3.43499251681558	-2.2649948837471	-2.80629732974175	-2.74482952360692	-2.70819868997942	-2.69999432526474	-2.83758244409333	-2.55680190803236	-2.61217124622076	-3.41864313495227	-1.38889230542442	-2.83546405079413	-2.4510832831223	-3.15748228797633	-2.75938046253723	-2.56239452908479	1376	1499	1487	1416	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA124:::AAG	-2.13572720270196	-2.25814943598751	-1.97115526943511	-1.77189269354087	-2.10236286625914	-1.976492699091	-1.19073053147767	-1.71051055678918	-0.954245170785157	-1.48709340486212	-1.76453963625872	-2.12816329384558	-1.95452855551967	-1.91809661459445	-1.88247538334129	-1.79854305496384	-2.35118481775894	-2.4468094439716	-2.48238107709158	-2.35156470153169	-2.55895644748912	-2.03596336116926	-1.42142386003457	-1.93636138045297	-2.43817929756859	1183	927	1249	1374	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA124:::CCT	-2.59870686769071	-2.55048204180645	-2.70943402051853	-2.5397851270788	-2.93919432866153	-2.44434024056186	-2.4625240637947	-2.59645889724788	-2.90200347591621	-2.64841328542526	-2.86931612130002	-2.90792482263316	-2.93447210718598	-2.93326296601997	-2.84399778763675	-2.78168297357515	-3.43051538608332	-2.32209213016212	-2.71235550889461	-2.26671197790604	-2.93412678816812	-2.63032377105298	-2.69574316873681	-2.8802681314102	-2.73316035824284	1439	1404	1507	1474	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA125:::AAG	-2.48487989491864	-2.46134461354013	-2.31585981604712	-2.40927587839405	-3.02652202818508	-3.04337865699176	-3.37465611595502	-3.36041654247156	-3.22254605495138	-1.92191548401949	-2.22787215662005	-2.52889130274969	-2.22561873192742	-2.34496358601261	-2.32728842419152	-2.17134840940765	-2.54667881689877	-1.17695676992469	-1.6492572804486	-1.91215616620778	-2.53161810220881	-2.62354348134613	-2.8214812708035	-2.31962209085778	-1.96333342713773	1437	1433	1378	1137	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA125:::CCT	-2.6206215340121	-2.17656730173959	-3.12371628189044	-3.30955570148267	-4.35717396213393	-2.57859248679398	-3.28369579935914	-3.10669493411452	-3.23839992320488	-3.33430194747774	-3.31634972611972	-3.33950069224752	-3.11710051451985	-3.2197092105519	-3.23434832015556	-3.14712037846337	-3.37057228345212	-2.4462131831055	-4.19607822227593	-2.96753006492154	-2.48406072862946	-3.02770454467545	-3.2558884660552	-3.21155582318764	-3.09289089647691	1537	1510	1547	1544	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA126:::AAG	-2.53303667090798	-1.99757049103098	-2.1274299720746	-2.3921898203986	-2.65719781714922	-2.51842926144416	-2.95537154017118	-1.11548652211247	-2.16595095846662	-2.36276601087081	-2.86558913825701	-2.5406788840161	-2.55261767779389	-2.59342506543518	-2.51307131567442	-2.59195871748237	-2.25507755465188	-2.52255868866599	-2.42682736117408	-2.29774997968342	-1.98369106586886	-2.37097567216759	-2.29303283397562	-2.55835033208039	-2.29718093000884	1347	1256	1455	1308	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA126:::CCT	-2.24497202972581	-2.12827359727399	-1.95635063340268	-2.16643178487452	-1.72221718289581	-2.47809975544542	-2.30799366308858	-1.55496290333183	-2.41566770704487	-2.86735158952097	-1.97861242799416	-2.79738426533516	-2.94666456647948	-2.98333681011644	-2.83251368000723	-2.88728015197301	-2.58380580105035	-1.90205015734857	-2.90537968458178	-2.19528314049282	-2.55400197935882	-2.1160574972697	-2.22491765819608	-2.88943589478226	-2.42810415256647	1227	1229	1508	1367	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA127:::AAG	-1.72252033265735	-1.78878568550059	-2.03072131297817	-1.76609686477937	-2.00041444607883	-1.68509105330561	-1.31492069010742	-1.41465264384473	-2.1194679354776	-2.51851924701584	-2.88753059014354	-1.94208443416791	-1.77413405095853	-1.75210611478696	-1.69069610872103	-1.64877072474461	-2.45406991956334	-1.5740372671429	-1.68654565890979	-1.59895605379486	-1.65517968484126	-1.83227161588332	-2.05101822131783	-1.76155828667581	-1.79375771685043	1094	1168	1179	1056	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA127:::CCT	-2.57686708878852	-2.46401096368297	-2.40663837456512	-2.40099270751851	-2.86010029113486	-2.65190805661161	-1.89986812608133	-3.8557557975094	-2.67633504338243	-3.15529770444435	-2.45660667483652	-2.71694043400027	-2.89814389746601	-2.84858408669761	-2.76853643130891	-2.74324568939907	-2.20451477849993	-2.58734545149676	-2.21341872024694	-1.91719423073891	-2.70634200493254	-2.56008624705027	-2.8087726692508	-2.79509010777438	-2.32576303718302	1417	1430	1492	1320	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA128:::AAG	-1.99938665341195	-2.30971268579418	-2.35608386922494	-1.39443312343618	-3.32273742347454	-1.02494099509776	-3.8959241532698	-2.1309855497883	-3.78500263790089	-3.77057619042139	-2.34670699072161	-1.78839071112397	-1.80779551166163	-1.41180700361178	-1.45543429550203	-1.40664925720675	-4.23463021769398	-3.55549943190196	-4.08259888581383	-3.39311300816797	-1.04204080016319	-2.06788245840659	-3.1858391044204	-1.57401535582123	-3.26157646874819	1200	1506	1115	1552	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA128:::CCT	-2.77429676856664	-3.04033300109761	-3.53512823445819	-3.32526333772977	-3.23204080415985	-3.75424153632462	-1.58719485389014	-2.64098606890449	-2.75493565672216	-2.76033032492119	-2.5713884289747	-2.57564501099421	-2.65713588362784	-2.72966862175655	-2.52002775293192	-2.22342929103099	-2.05799448869482	-3.69791021164089	-1.08826342543004	-2.1629048277361	-2.90024667633287	-3.27688394705611	-2.46296706668254	-2.5411813120683	-2.38146392596694	1557	1326	1449	1346	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA129:::AAG	-2.5323927135071	-2.70692893418354	-2.1112551346802	-2.02943167698439	-1.93865079676452	-2.6036600444105	-1.86697179560691	-2.5718048507054	-2.08986577540223	-2.11269205791731	-1.35878520237751	-1.72869642860794	-1.79933907413823	-1.48056313259869	-1.87270681057592	-1.6807045735477	-1.4252611366348	-1.1497164504097	-2.77208521260596	-2.7279890737246	-2.66731309633801	-2.32038655008838	-2.00002393640187	-1.71240200389369	-2.14847299394262	1323	1141	1160	1229	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
NC_III_randomDNA129:::CCT	-2.93576255093687	-2.90611033497905	-2.80765947880336	-2.54241575366887	-3.05631785127033	-2.51850617696608	-2.3273009860495	-2.43062881884974	-3.03667088473834	-1.30308402589125	-2.31749752134199	-2.58365169052537	-2.47750100591733	-2.8264905639134	-2.6878273314401	-2.75491058668314	-2.88197747924184	-2.56549165102287	-2.21509708844179	-2.25376626312241	-2.10880865239108	-2.79446202443742	-2.28303644737417	-2.66607623569587	-2.405028226844	1485	1250	1470	1357	NC_III	0_0_0_0	0	0	0	0	0	0	0	0
