A_1_ratio_scaled	A_2_ratio_scaled	A_3_ratio_scaled	A_4_ratio_scaled	A_5_ratio_scaled	A_6_ratio_scaled	S_1_ratio_scaled	S_2_ratio_scaled	S_3_ratio_scaled	S_4_ratio_scaled	S_5_ratio_scaled	L_1_ratio_scaled	L_2_ratio_scaled	L_3_ratio_scaled	L_4_ratio_scaled	L_5_ratio_scaled	V_1_ratio_scaled	V_2_ratio_scaled	V_3_ratio_scaled	V_4_ratio_scaled	V_5_ratio_scaled	mean_log_A_ratio	mean_log_S_ratio	mean_log_L_ratio	mean_log_V_ratio	A_rank_value	S_rank_value	L_rank_value	V_rank_value	group	group2	A	S	L	V	A_DESeq2_Active	V_DESeq2_Active	L_DESeq2_Active	S_DESeq2_Active
AFM_ATG:::CCT	-3.0723815554683	-3.01384252649765	-1.80245853068225	-2.4372219433548	-3.7756762092974	-3.69155311139436	-3.63317095887464	-5.01769568146947	-3.26701190160938	-2.85896529351451	-5.21873722421353	0.176866505772574	0.139917826271111	0.185024182648004	0.182672851765021	0.168454933845316	-1.11342847449888	-3.44040701850301	-3.07512026431304	-3.93380668226347	-1.71346819701126	-2.96552231278246	-3.99911621193631	0.170587260060405	-2.65524612731793	1529	1562	510	1452	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
AGT:::AAG	2.40615106244795	2.46887116918223	2.26991390397965	2.15942859511032	2.43481906938672	2.29654580980929	2.4119714379508	2.48463234400951	2.64968829502455	2.81925915198682	2.76219085927009	1.3117899079259	1.41934563104367	1.40092395640906	1.47351580409195	1.50919803679465	2.52820222380062	2.8507762346383	2.4309962541745	2.50653316355254	2.60282575627289	2.33928826831936	2.62554841764835	1.42295466725305	2.58386672648777	62	109	172	101	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
AGT:::CCT	2.08254878177229	2.14380779366221	2.20228524665874	1.89021453244451	2.31193886373225	2.19577758121941	2.32451237089745	2.75511278653748	2.4101002549016	2.35179134224152	2.5371861575023	1.6860273439982	1.69890986499431	1.59809701454783	1.60603542072181	1.72722989404015	2.65422621604517	2.53754337101108	2.56801506845726	2.26312239520749	2.44777433805452	2.13776213324823	2.47574058241607	1.66325990766046	2.4941362777551	85	124	129	107	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
AKR1C4:::AAG	-1.02510847521729	-2.38180461516035	-1.61463409172544	-2.35464960354029	-1.4305887607798	-1.65163911052901	-2.11622404272601	-3.80893370196342	-1.58987797699268	-3.5250701446811	-4.34900021685865	-1.07097570176535	-1.02611946855068	-1.08180474588974	-0.926598023676573	-0.97572425320093	-0.948861073668923	-0.349170034622147	-2.34763725986438	-1.97465931861181	-0.823681803469236	-1.7430707761587	-3.07782121664437	-1.01624443861665	-1.2888018980473	1054	1482	911	863	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
AKR1C4:::CCT	-1.66877065904526	-1.7530172969083	-1.96237037741206	-3.21418945178968	-2.57506241148037	-1.4323865164476	-0.913086718566245	-4.33061336982398	-1.35440115993093	-3.13972246730563	-2.3162097392174	-1.73223105864973	-2.14250066102554	-1.91432730202605	-1.85877433639636	-1.88419574989301	-1.82373884096223	-0.552040552305799	-3.35587743810416	-2.76755472832218	-2.78724032833023	-2.10096611884721	-2.41080669096884	-1.90640582159814	-2.25729037760492	1211	1303	1234	1286	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
AKR1C4_ATG:::AAG	-1.75127618921233	-1.80407555311555	-1.86530722565814	-2.22757747290393	-0.721673060222485	-4.00996446489969	-2.09443362935415	-3.90738032984031	-3.38402179479554	-1.89751565451605	-3.92366945039749	-1.13143628032042	-1.06136329682347	-1.02663980687261	-0.781816590241929	-1.09034389443145	-1.78716546005945	-0.976628403835346	-1.42642808201238	-2.30705797877004	-3.09759725731024	-2.06331232766869	-3.04140417178071	-1.01831997373798	-1.91897543639749	1195	1473	914	1118	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
AKR1C4_ATG:::CCT	-3.16142845990573	-1.58356390275164	-2.86631925841637	-2.06696568315864	-1.28701662546591	-2.98690508266799	-1.12760588805548	-2.2132677288588	-4.17824421832864	-1.91993741069072	-2.40605727184832	-2.03868195006596	-1.95344657518046	-2.13886640028133	-1.93682573945127	-1.92268216853339	-0.563022471825017	-0.368645493584316	-3.26332780184445	-0.412467059543897	-3.88053942052925	-2.32536650206105	-2.36902250355639	-1.99810056670248	-1.69760044946539	1325	1289	1273	1017	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
AKR7A3:::AAG	-0.00556411304900733	0.0572184819043829	-0.0760008589042963	0.374226821604177	0.0473689994629117	0.315976170263706	0.491683484420444	0.41602870153059	0.623388842999366	1.11860680938614	1.15272343092282	0.0867669889004122	0.240398688209316	0.219115087747374	0.248495270488314	0.323518256448535	0.0095290158309433	0.391936423378677	0.297628361470737	-0.812875856999859	-0.441399743968372	0.118870916880312	0.760486253851873	0.223658858358791	-0.111036360057575	465	419	502	585	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
AKR7A3:::CCT	-0.31621676122387	-0.0717638839637173	-1.41352082930793	-0.863431995263872	-0.475026403564198	-0.197199373375271	0.329762372731426	0.119090914638839	0.289303192611628	0.199520744716798	-0.544515308294096	-0.364860488424433	-0.435863935678438	-0.494954687609957	-0.493069935905222	-0.424498712923135	-1.03783221447724	0.0929778638014351	0.465487566136815	-1.87833620119792	0.101000221251737	-0.556193207783143	0.078632383280919	-0.442649552108237	-0.451340552897033	633	555	733	648	promoter_candidate	0_0_0_1	0	0	1	0	1	0	1	1
ALB_tv1:::AAG	-0.903478376504202	-1.18087302557498	-0.714509143629066	-0.181699000995452	-0.425899952572729	-0.772743522159004	-1.54489721635477	-1.9335908458822	-1.37261329532225	-2.90513980414264	1.8618694755052	-0.96978650555013	-0.841042540741894	-0.574835929626864	-0.816440182836802	-0.871369902286867	-0.237097202450226	-0.134138838093735	-1.77795119676047	-0.0686818896887813	-1.58810296928545	-0.696533836905905	-1.17887433723933	-0.814695012208512	-0.761194419255733	669	843	843	716	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
ALB_tv1:::CCT	-0.963466814710231	-0.329008397316943	-0.0554392256124772	-0.0558507914421918	-0.539087906707132	-1.29847414832099	-3.01848220228835	-2.10046517789657	-1.2166175669658	-3.66405652307479	-2.66886129648565	-1.28715068975187	-1.53742262503469	-1.52440647313878	-1.21453393872288	-1.37701697798007	-0.817877561284091	-0.930107772837401	-0.609827509079515	-1.83038928497322	-1.77506233588767	-0.540221214018327	-2.53369655334223	-1.38810614092566	-1.19265289281238	630	1352	1062	828	promoter_candidate	0_0_0_1	0	0	1	0	1	0	0	0
ALB_tv2:::AAG	-1.07554173013451	-0.674968316280552	-1.104571043343	-1.5457902362033	-0.813576713641277	-1.39478645750366	-2.15415637283483	-1.92015376387501	-2.36247974005205	-1.00637023540136	-1.32049593270903	1.07004276347231	1.06129721618612	1.00030333397913	1.01662072029975	1.13241676571044	-2.6560834399477	-1.28184131475768	-2.15315321126881	-1.46590194274337	-0.503931220039158	-1.10153908285105	-1.75273120897446	1.05613615992955	-1.61218222575134	805	1041	259	986	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
ALB_tv2:::CCT	-2.25226229622892	-1.98984317006098	-3.51957460747981	-2.5293496769508	-2.99851268008217	-4.20374346345993	-1.72747228410812	-2.04048333889379	-3.05370337206518	-4.06717389329113	-1.80272014649328	1.56931913816441	1.71664953984875	1.50750323873189	1.61448331318498	1.68287290294379	-1.47382662106994	-2.70833794987972	-2.15224135309403	-1.29695739526037	-2.85569314917537	-2.91554764904377	-2.5383106069703	1.61816562657476	-2.09741129369588	1519	1353	137	1210	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
ALB_tv3:::AAG	-1.69824057539406	-0.920457452425575	-1.01023282983558	-1.96573824000941	-1.117671356295	-1.05746836006392	-1.51568263117537	-1.56041303749507	-1.40003496148294	-1.44299926187095	-1.41064573344425	0.720657189786074	0.804510909798596	0.64602505962111	0.765585444834124	0.757672450170875	-3.10796175577271	-0.879773907539752	-1.92875471922865	-2.04125785570103	-2.17319569151564	-1.29496813567059	-1.46595512509372	0.738890210842156	-2.02618878595156	866	941	356	1170	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
ALB_tv3:::CCT	-2.50893848107864	-1.85861591602413	-1.77995703448564	-2.38859274927944	-2.65539013909685	-2.63327589382831	-2.58946840996407	-3.90113294316533	-2.44671139757052	-3.55974110342992	-1.87990663801116	1.29649557630203	1.3274208782547	1.19380118098237	1.17037427749369	1.31360032474186	-4.04266099786827	-2.08698696724563	-2.25209955487882	-3.12594888146206	-2.17032271816899	-2.3041283689655	-2.8753920984282	1.26033844755493	-2.73560382392475	1317	1444	208	1476	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
ALB_tv3ATG:::AAG	-1.71658667568505	-1.48709631671124	-1.87252513721995	-2.10161111892091	-2.0064294382317	-2.59025497910357	-2.26106959538479	-1.32421629563803	-3.03610614875144	-1.37100421392352	-2.95098852020266	1.34714997553148	1.49671272442579	1.38765150926847	1.55102224934467	1.5187980120077	-2.296081217603	-1.63334813737826	-2.26681201772155	-2.68480973440785	-1.26198679109179	-1.9624172776454	-2.18867695478009	1.46026689411562	-2.02860757964049	1159	1221	166	1171	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
ALB_tv3ATG:::CCT	-2.33898209011165	-2.66220965070523	-2.10921989253217	-1.8943582862768	-2.2773018614717	-2.39016256742645	-3.1305059620608	-3.69305674707486	-3.05275380193314	-2.97209938171444	-2.95409757068099	2.13282986769063	2.22538250528258	2.07902330799461	2.08910274247639	2.19085500467187	-1.67511656029126	-2.90680669145541	-2.78242949493824	-2.25272597048191	-3.33652262816411	-2.278705724754	-3.16050269269285	2.14343868562322	-2.59072026906618	1302	1500	68	1430	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
ALDH1L1:::AAG	0.27827808286402	0.413858748921488	0.421761180019209	-0.457262302539176	0.559869853635524	-0.0692443215440871	0.0137853460045207	0.502531664845539	0.0533431430010686	0.383269171395689	0.4041888621998	0.343767817744235	0.323893983449564	0.347368983822384	0.429203059778444	0.429602186239722	-0.255079822867766	-0.0626577993100365	0.682924011449654	0.28773565678809	0.30147906464787	0.19121020689283	0.271423637489323	0.37476720620687	0.190880222141562	449	514	446	509	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
ALDH1L1:::CCT	-0.534916629372825	-0.309891785930334	-0.21807912770986	-1.20546086376462	-0.91432796797302	-0.231080793749438	-0.681203926667909	-0.157804849485847	0.0329856881130014	-0.342502590518304	-0.0355424270799728	0.208570962149365	0.0841536288190768	0.039297772013504	0.0904880967730144	0.210096662294074	-0.50359860148349	-0.156887880664498	-0.872369579452243	-0.611779099047998	-0.355182643972179	-0.568959528083349	-0.236813621127806	0.126521424409807	-0.499963560924082	641	618	525	661	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
ALDH4A1:::AAG	0.0263504020270591	0.0399649285741604	0.136014513589451	-0.167447461578747	0.405472387109342	0.334031590840699	0.786112501268288	1.45444903912443	1.09501873671342	0.653703074158447	0.733036668850696	-0.689962947497247	-0.526887603032903	-0.472165383680442	-0.397241297030126	-0.428277216655288	-0.155585884677967	-0.430124023672471	-0.0281078653732855	-0.0563951221810465	0.225484792614023	0.129064393426994	0.944464004023055	-0.502906889579201	-0.0889456206581495	461	384	753	577	promoter_candidate	0_0_0_1	0	0	1	0	1	1	0	1
ALDH4A1:::CCT	-0.200608247641812	-0.0242455042024086	-0.495363150803011	-0.499677144008728	-0.270067767159465	-0.0874498112690979	0.327233325406711	0.898293245244622	0.668234934316072	0.023745378741786	0.512873221135799	-1.35671644123653	-1.41892037787706	-1.48348572847939	-1.40080288995598	-1.30941558854475	-0.219276886745061	0.133300211976148	-0.311373696061437	-0.714849190897495	-0.44599202147584	-0.262901937514087	0.486076020968998	-1.39386820521874	-0.311638316640737	551	473	1067	623	promoter_candidate	0_0_0_1	0	0	1	0	1	1	0	1
ALDH8A1:::AAG	0.45432388619966	0.241893683695737	0.55838024739154	0.780785240479828	-0.259073503046718	0.398536512574235	-0.118238444671464	0.0786507326248952	0.269844866966645	0.0577069906390744	-0.0988961941403356	0.0221736157305392	0.00728640231909131	0.0567806459331073	0.188502304316682	0.117296874553693	0.482297530620296	1.00271402675207	0.221479286866942	0.891322069792481	-0.158826590127785	0.362474344549047	0.037813590283763	0.0784079685706226	0.4877972647808	405	572	543	448	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
ALDH8A1:::CCT	-0.321746767652341	-0.675403591105221	-0.463339715189191	-0.657963792732981	-0.357857378607571	-0.303234878520788	-0.921796392914746	-0.411563384213847	-0.575289849562919	-0.785757304310812	-0.503557776392674	-0.616589938138818	-0.59158586846147	-0.727740872590458	-0.654059300427805	-0.668639441493313	-0.048757542265952	-0.0503276754395936	-0.561707101612576	0.2412764644504	0.0293920467089698	-0.463257687301349	-0.639592941478999	-0.651723084222373	-0.0780247616317504	605	704	791	574	promoter_candidate	0_0_0_1	0	0	1	0	1	1	0	0
ALDH8A1_ATG:::AAG	-0.192042398256948	0.135476206429874	0.0217909688968519	0.251971157668073	-0.146627736617713	0.495907601679931	-0.139409689506108	0.349395807176683	0.528000064524947	0.482032288590568	-0.250817600133803	-0.233750624316016	-0.091519256010956	-0.123574471828949	0.0143435770652703	-0.0536628232884602	0.394360945911758	0.650481195013246	0.141892542894533	0.276309756155576	0.63760328823402	0.0944126333000113	0.193840174130457	-0.097632719675822	0.420129545641827	471	530	612	463	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1
ALDH8A1_ATG:::CCT	-0.293494815357557	-0.396762203006857	-0.540021878952698	-0.562757734525671	-0.331916910127136	-0.0093162543903128	-1.01709178264377	0.0406577420085122	-0.505888082667672	-0.931202509522729	-0.34237774275369	-0.770412293880751	-0.868290862049545	-1.01625366025684	-0.871874630032509	-0.92497054111145	-0.101277934774525	0.000997174144749517	-0.464476470760639	-0.236881036798487	0.0568384394589587	-0.355711632726705	-0.551180475115871	-0.890360397466219	-0.148959965745989	575	689	866	591	promoter_candidate	0_0_0_1	0	0	1	0	1	1	0	0
ALDOB_tv1:::AAG	-1.14317839373165	-3.62909626486851	-1.20141851641946	-1.83576266874536	1.2802700679797	-1.44053166249067	-0.716052595888718	-3.20873128020821	-1.24834028632641	-2.96447924153362	-0.610945512764129	0.231874170183584	0.241475367835625	0.475347096311389	0.549763306944535	0.441569062881852	-0.0920417108588762	0.636297459684936	-1.43022031957192	-1.93834583124029	-0.169590816694138	-1.32828623971266	-1.74970978334422	0.388005800831397	-0.598780243736058	883	1038	444	684	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
ALDOB_tv1:::CCT	-0.911449122838812	-0.944131683621199	-0.60261893806016	-0.605699378758337	-1.72909653316043	-0.229779618642579	-3.82587505934044	-1.35629583228768	-2.8491589091882	-0.944678162026845	-4.91354553576444	0.802326820515729	0.635002305850059	0.630127970558045	0.638631419659155	0.554673605204201	-6.3498738115596	-2.84587259149334	-1.82690346130839	-2.34251134479108	-2.98388939443724	-0.837129212513586	-2.77791069972152	0.652152424357438	-3.26981012071793	719	1425	375	1553	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
ALDOB_tv2:::AAG	-0.868601496778831	-0.24684615007927	-1.27918932570197	-1.28871221303762	-1.38664289088061	-1.73119943180229	-2.38702649059112	-1.10352867104227	-0.132832180901568	-1.58561288383935	-0.587730893018931	-0.860726687114454	-0.683771380426946	-0.704037957674133	-0.672664684531634	-0.600613843827297	-1.93728871591969	-1.07875148336639	-2.15454217813945	-1.30522950388104	-0.420691024677602	-1.13353191804677	-1.15934622387865	-0.704362910714893	-1.37930058119684	822	839	807	889	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
ALDOB_tv2:::CCT	-1.58702873022427	-2.12446112369898	-2.09561239893953	-1.78462556494938	-2.00463370794699	-1.86813513360224	-1.9971081651736	-2.1526715666257	-2.03094491440199	-2.29570246567797	-0.803201363092426	-2.04963817302202	-1.91248110709095	-1.973639238494	-1.80852014635704	-1.95644055090492	-1.03111498320138	-1.09167257793227	-1.45564725226921	-1.85695164996083	-1.92624036816986	-1.9107494432269	-1.85592569499434	-1.94014384317379	-1.47232536630671	1133	1081	1252	929	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
ALDOC:::AAG	0.394217031283524	0.175097780937459	-0.326221233454538	0.588937872328842	-0.483886009280091	0.160960859220396	1.28496244456591	1.17524805155159	0.948864950097391	-0.069396444018524	0.271607852004867	-0.169340955798356	-0.10989596369393	-0.17905255661374	-0.177006082097073	-0.207792027935866	1.46065920745861	0.514288887963642	1.11407508621332	0.414030121219753	0.516893624805854	0.0848510501725987	0.722257370840246	-0.168617517227793	0.803989385532235	476	427	638	379	promoter_candidate	1_0_0_0	1	0	0	0	1	1	1	1
ALDOC:::CCT	-0.422512050873414	-0.228142053195652	-0.272143917418165	-0.975780726566083	0.319050713218396	-0.127432238685912	0.141248948771109	-0.289717721551936	-1.22273711778	-0.793377302781376	0.135325531115587	-0.524209001023801	-0.586126111790852	-0.661262834694479	-0.609163802705102	-0.600594736811278	-0.597968365526008	0.130641004545346	0.851444886495093	-0.806211426245218	0.214193673785579	-0.284493378920138	-0.405851532445322	-0.596271297405103	-0.0415800453890418	555	654	777	564	promoter_candidate	1_0_0_0	1	0	0	0	1	1	0	0
AMBP:::AAG	-1.55048961153285	-1.32008063604726	-1.78830329300826	-1.75648145880115	-1.70576564456061	-1.28901721837222	-1.46629318440016	-2.1724819996098	-1.97782974364782	-0.601578117434203	-0.557490419790046	-0.0636723987119092	-0.0362282768426521	-0.159433132368759	-0.154412315735182	0.0440091341035818	-1.3277605503811	-2.22715255181099	-2.45593170164288	-1.7451393937032	-2.20186895871363	-1.56835631038706	-1.35513469297641	-0.0739473979109842	-1.99157063125036	977	897	604	1151	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
AMBP:::CCT	-2.06818986717462	-2.37073372679897	-2.00740406219617	-1.81085466035817	-2.77968389103714	-2.1218415024116	-2.1564041310498	-1.09826314092654	-0.653533438336641	-2.99015277231291	-2.24709443575887	0.156329551976355	0.253829626404781	-0.022823220585675	-0.0251724265768717	0.178489752063002	-1.60270993803496	-2.3487652679832	-2.55862389472459	-2.76119695578456	-1.35811372429841	-2.19311795166278	-1.82908958367695	0.108130656656318	-2.12588195616514	1263	1068	530	1221	promoter_candidate	0_0_0_1	0	0	1	0	0	0	1	0
AMDHD1:::AAG	-1.23733102750501	-0.0307184556665063	-0.270177884985489	-0.508392833134501	-0.140948240586042	-0.213976030646873	-3.44653419104378	-1.99706669409982	0.279174549287684	0.28928518980125	-1.65701377279527	-0.789732420695361	-0.724545445735543	-0.750945527115362	-0.937810317143385	-0.930401290973666	0.564796605125719	-0.0209949691746874	0.416485709342903	-0.375461203543125	-0.277455582512332	-0.400257412087404	-1.30643098376999	-0.826687000332664	0.0614741118476957	593	879	848	537	promoter_candidate	0_0_0_1	0	0	1	0	0	1	0	0
AMDHD1:::CCT	-1.11894343887032	-1.07624001162762	-2.00143104791826	-1.62771288965978	-1.80780882921551	-1.63972125018113	-0.159352655196242	-2.90656470860132	-1.55258046429653	-3.62930054927968	-0.831778396462581	-1.98199199270847	-2.15305462443931	-2.0513109252797	-2.17087393131766	-1.96286390501727	-5.2552293191486	-3.62373190092684	-1.91614396935759	-1.6361792596334	-1.88924490202624	-1.5453095779121	-1.81591535476727	-2.06401907575248	-2.86410587021854	962	1060	1296	1509	promoter_candidate	0_0_0_1	0	0	1	0	0	0	0	0
AMPD1:::AAG	-0.916600063670371	-1.96260444723937	-2.28500975935816	-1.61294986329158	-2.28048845888448	-1.88336342907757	0.497079909637243	-1.75573453684094	-0.125765546943256	0.0487735694362153	-0.865526822130993	-1.55967268546028	-1.27181504806948	-1.05189895362364	-1.26332464079605	-1.31085459401375	-2.29797861233888	-1.19768033019068	-1.14598355959542	-1.31956980036264	-0.0812023752800181	-1.82350267025359	-0.440234685368347	-1.29151318439264	-1.20848293555353	1085	664	1015	832	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0
